カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Haunter of Nightveil,1,{3}{U}{B},Haunter of Nightveil,,UB,,クリーチャー,スピリット,Creatures your opponents control get -1/-0.,3,4,,,,,,,,,,,,Haunter of Nightveil,夜帷の憑依者,Creatures your opponents control get -1/-0.,あなたの対戦相手がコントロールするクリーチャーは－１/－０の修整を受ける。,"<i>The Dimir employ the spirits of Ravnica's ancient, nameless dead, guiding their malevolence toward selected victims.</i>",<i>ディミーアはラヴニカの名もなき古えの死者の霊を雇い、その悪意が特定の犠牲者に向かうよう糸を引いている。</i>,Igor Kieryluk,76,,,,,,,,,,DGM,アンコモン,,
Havoc Festival,1,{4}{B}{R},Havoc Festival,,BR,,エンチャント,,"Players can't gain life.<br/>At the beginning of each player's upkeep, that player loses half his or her life, rounded up.",,,,,,,,,,,,,,Havoc Festival,騒乱の大祭,"Players can't gain life.<br/>At the beginning of each player's upkeep, that player loses half his or her life, rounded up.",プレイヤーはライフを得られない。<br/>各プレイヤーのアップキープの開始時に、そのプレイヤーは自分のライフの端数を切り上げた半分を失う。,"<i>""We can't control enemies who have no regard for their own survival.""</i><br/></i>?Arrester Lavinia, Tenth Precinct</i>",<i>「自分の命なんかどうでもいいっていう敵は手に負えないわね。」</i><br/></i>――第10管区の拘引者、ラヴィニア</i>,Johannes Voss,166,,,,,,,,,,RTR,レア,,
Hellhole Flailer,1,{1}{B}{R},Hellhole Flailer,,BR,,クリーチャー,オーガ 戦士,"Unleash <i>(You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)</i><br/>{2}{B}{R}, Sacrifice Hellhole Flailer: Hellhole Flailer deals damage equal to its power to target player.",3,2,,,,,,,,,,,,Hellhole Flailer,ヘルホールのフレイル使い,"Unleash <i>(You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)</i><br/>{2}{B}{R}, Sacrifice Hellhole Flailer: Hellhole Flailer deals damage equal to its power to target player.","解鎖（あなたはこのクリーチャーを、＋１/＋１カウンターが１個置かれた状態で戦場に出してよい。これの上に＋１/＋１カウンターが置かれているかぎり、これではブロックできない。）<br/>{2}{B}{R}, ヘルホールのフレイル使いを生け贄に捧げる：プレイヤー１人を対象とする。ヘルホールのフレイル使いは、そのプレイヤーに自身のパワーに等しい点数のダメージを与える。",,,Steve Prescott,167,,,,,,,,,,RTR,アンコモン,,
Hellkite Tyrant,1,{4}{R}{R},Hellkite Tyrant,,R,,クリーチャー,ドラゴン,"Flying, trample<br/>Whenever Hellkite Tyrant deals combat damage to a player, gain control of all artifacts that player controls.<br/>At the beginning of your upkeep, if you control twenty or more artifacts, you win the game.",6,5,,,,,,,,,,,,Hellkite Tyrant,ヘルカイトの暴君,"Flying, trample<br/>Whenever Hellkite Tyrant deals combat damage to a player, gain control of all artifacts that player controls.<br/>At the beginning of your upkeep, if you control twenty or more artifacts, you win the game.",飛行、トランプルヘルカイトの暴君がプレイヤー１人に戦闘ダメージを与えるたび、そのプレイヤーがコントロールするすべてのアーティファクトのコントロールを得る。あなたのアップキープの開始時に、あなたが20個以上のアーティファクトをコントロールしている場合、あなたはこのゲームに勝利する。,,,Aleksi Briclot,94,,,,,,,,,,GTC,神話レア,,
Hellraiser Goblin,1,{2}{R},Hellraiser Goblin,,R,,クリーチャー,ゴブリン 狂戦士,Creatures you control have haste and attack each combat if able.,2,2,,,,,,,,,,,,Hellraiser Goblin,はた迷惑なゴブリン,Creatures you control have haste and attack each combat if able.,あなたがコントロールするクリーチャーは速攻を持つとともに可能なら各戦闘で攻撃する。,"<i>Don't let him lead the soldiers, but by all means let him lead the way.</i>",<i>あいつに兵士を率いさせるなよ。けど先頭に立ってもらうのはぜんぜんいいぞ。</i>,Karl Kopinski,95,,,,,,,,,,GTC,アンコモン,,
Heroes' Reunion,1,{G}{W},Heroes' Reunion,,GW,,インスタント,,Target player gains 7 life.,,,,,,,,,,,,,,Heroes' Reunion,勇士の再会,Target player gains 7 life.,プレイヤー１人を対象とする。そのプレイヤーは７点のライフを得る。,"<i>They share no bloodline, but a bond greater than family unites them. Such are the gifts of the Worldsoul.</i>",<i>血が繋がっているわけではない。だが家族より強い絆で結ばれている。それが世界魂の恵みなのだ。</i>,Howard Lyon,168,,,,,,,,,,RTR,アンコモン,,
Hidden Strings,1,{1}{U},Hidden Strings,,U,,ソーサリー,,"You may tap or untap target permanent, then you may tap or untap another target permanent.<br/>Cipher <i>(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)</i>",,,,,,,,,,,,,,Hidden Strings,見えざる糸,"You may tap or untap target permanent, then you may tap or untap another target permanent.<br/>Cipher <i>(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)</i>",パーマネント１つと、他のパーマネント１つを対象とする。あなたはその前者をタップまたはアンタップしてもよく、その後、その後者をタップまたはアンタップしてもよい。<br/>暗号（その後、あなたはあなたがコントロールするクリーチャー１体に暗号化した状態で、この呪文カードを追放してもよい。そのクリーチャーがプレイヤー１人に戦闘ダメージを与えるたび、あなたはその暗号化したカードのコピーを、それのマナ・コストを支払うことなく唱えてもよい。）,,,Daarken,12,,,,,,,,,,DGM,コモン,,
High Priest of Penance,1,{W}{B},High Priest of Penance,,WB,,クリーチャー,人間 クレリック,"Whenever High Priest of Penance is dealt damage, you may destroy target nonland permanent.",1,1,,,,,,,,,,,,High Priest of Penance,贖罪の高僧,"Whenever High Priest of Penance is dealt damage, you may destroy target nonland permanent.",贖罪の高僧がダメージを与えられるたび、土地でないパーマネント１つを対象とする。あなたはそれを破壊してもよい。,"<i>""All I require is faith, loyalty, obedience, trust, and complete and utter devotion.""</i>",<i>「私が求めるのは信仰心と忠誠と従順さと信頼と有無を言わさぬ完全なる献身だけです。」</i>,Mark Zug,171,,,,,,,,,,GTC,レア,,
Hindervines,1,{2}{G},Hindervines,,G,,インスタント,,Prevent all combat damage that would be dealt this turn by creatures with no +1/+1 counters on them.,,,,,,,,,,,,,,Hindervines,遮り蔦,Prevent all combat damage that would be dealt this turn by creatures with no +1/+1 counters on them.,このターン、＋１/＋１カウンターが置かれていないクリーチャーが与えるすべての戦闘ダメージを軽減する。,"<i>""Woodlands and laws. Both grow faster than the Azorius's ability to manage them."" <br/></i><br/></i>?Suniel the Woodwise</i>",<i>「森林地と法。どちらもアゾリウス評議会の管理能力より早く育ちます。」――木の匠サニール</i>,Svetlin Velinov,124,,,,,,,,,,GTC,アンコモン,,
Hired Torturer,1,{2}{B},Hired Torturer,,B,,クリーチャー,人間 ならず者,"Defender<br/>{3}{B}, {Tap}: Target opponent loses 2 life, then reveals a card at random from his or her hand.",2,3,,,,,,,,,,,,Hired Torturer,雇われ拷問者,"Defender<br/>{3}{B}, {Tap}: Target opponent loses 2 life, then reveals a card at random from his or her hand.","防衛<br/>{3}{B}, {Tap}：対戦相手１人を対象とする。そのプレイヤーは２点のライフを失い、その後自分の手札からカードを１枚無作為に選んで公開する。","<i>""Follow your passion, I always say. Might as well get paid to do what you love.""</i>",<i>「情熱のままに生きろって俺はいつも言うんだ。好きなことをして金まで稼げるんだからいいじゃねえか。」</i>,Winona Nelson,25,,,,,,,,,,DGM,コモン,,
Hold the Gates,1,{2}{W},Hold the Gates,,W,,エンチャント,,Creatures you control get +0/+1 for each Gate you control and have vigilance.,,,,,,,,,,,,,,Hold the Gates,門の維持,Creatures you control get +0/+1 for each Gate you control and have vigilance.,あなたがコントロールするクリーチャーは、あなたがコントロールする門１つにつき＋０/＋１の修整を受けるとともに警戒を持つ。,"<i>""We grew up on these streets. We know them better than any Boros grunt from Zelzo.""</i>",<i>「俺たちはここの街中で育ったんだ。地元のことはゼルゾーから来るボロスのザコどもよりよく知ってるさ。」</i>,Zoltan Boros,16,,,,,,,,,,GTC,アンコモン,,
Holy Mantle,1,{2}{W}{W},Holy Mantle,,W,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets +2/+2 and has protection from creatures.,,,,,,,,,,,,,,Holy Mantle,聖なるマントル,Enchant creature<br/>Enchanted creature gets +2/+2 and has protection from creatures.,エンチャント（クリーチャー）エンチャントされているクリーチャーは＋２/＋２の修整を受けるとともにプロテクション（クリーチャー）を持つ。,"<i>""The guilds promise to provide safety. I prefer to make my own."" <br/></i><br/></i>?Briska, Ninth District freemage</i>",<i>「ギルドは安全を提供するって言うけど、自分の身は自分で守りたいのよね。」――第９地区の自由魔道士、ブリスカ</i>,Maciej Kuciara,17,,,,,,,,,,GTC,アンコモン,,
Homing Lightning,1,{2}{R}{R},Homing Lightning,,R,,インスタント,,Homing Lightning deals 4 damage to target creature and each other creature with the same name as that creature.,,,,,,,,,,,,,,Homing Lightning,誘導稲妻,Homing Lightning deals 4 damage to target creature and each other creature with the same name as that creature.,クリーチャー１体を対象とする。誘導稲妻はそれ、およびそれと同じ名前を持つ他の各クリーチャーにそれぞれ４点のダメージを与える。,"<i>""I see countless worlds. What makes them think I can't find them in just one?"" <br/></i><br/></i>?Ral Zarek</i>",<i>「俺には無数の世界が見えている。あいつらひとつの世界に留まってるくせに、見つからないとでも思ってるのかね？」――ラル・ザレック</i>,Slawomir Maniak,96,,,,,,,,,,GTC,アンコモン,,
Horncaller's Chant,1,{7}{G},Horncaller's Chant,,G,,ソーサリー,,"Put a 4/4 green Rhino creature token with trample onto the battlefield, then populate. <i>(Put a token onto the battlefield that's a copy of a creature token you control.)</i>",,,,,,,,,,,,,,Horncaller's Chant,角呼びの詠唱,"Put a 4/4 green Rhino creature token with trample onto the battlefield, then populate. <i>(Put a token onto the battlefield that's a copy of a creature token you control.)</i>",トランプルを持つ緑の４/４のサイ・クリーチャー・トークンを１体戦場に出し、居住を行う。（あなたがコントロールするクリーチャー・トークン１体のコピーであるトークンを１体戦場に出す。）,"<i>""The Selesnya are gathering armies. Do you still believe they aren't preparing for war?""</i><br/></i>?Teysa, to Isperia</i>",<i>「セレズニア議事会は軍隊を招集しています。それでもまだ彼らが戦争を企てているわけではないと信じるのですか？」</i><br/></i>――テイサからイスペリアへ</i>,Eric Velhagen,128,,,,,,,,,,RTR,コモン,,
Horror of the Dim,1,{4}{B},Horror of the Dim,,B,,クリーチャー,ホラー,{U}: Horror of the Dim gains hexproof until end of turn. <i>(It can't be the target of spells or abilities your opponents control.)</i>,3,4,,,,,,,,,,,,Horror of the Dim,ディミーア家の恐怖,{U}: Horror of the Dim gains hexproof until end of turn. <i>(It can't be the target of spells or abilities your opponents control.)</i>,{U}：ディミーア家の恐怖はターン終了時まで呪禁を得る。（これはあなたの対戦相手がコントロールする呪文や能力の対象にならない。）,"<i>""Lesser minds can scarcely imagine such a marriage of necromancy and mind magic."" <br/></i><br/></i>?Strava, Dimir mage</i>",<i>「屍術と精神魔法がこうやって融合されたなんて、出来損ないの頭ではほとんど想像できないでしょうね。」――ディミーアの魔道士、ストラヴァ</i>,Jack Wang,68,,,,,,,,,,GTC,コモン,,
Hover Barrier,1,{2}{U},Hover Barrier,,U,,クリーチャー,イリュージョン 壁,"Defender, flying",0,6,,,,,,,,,,,,Hover Barrier,浮遊障壁,"Defender, flying",防衛、飛行,"<i>As whispers and rumors increased, so did the demand for fail-safe barriers.</i>",<i>耳打ちや噂話が増えるとともに、安全確実な障壁への需要も増えた。</i>,Mathias Kollros,40,,,,,,,,,,RTR,アンコモン,,
Hussar Patrol,1,{2}{W}{U},Hussar Patrol,,WU,,クリーチャー,人間 騎士,Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>Vigilance,2,4,,,,,,,,,,,,Hussar Patrol,軽騎兵の巡視部隊,Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>Vigilance,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）<br/>警戒,"<i>""You think no one is watching, you think you're smart enough to escape, and most foolish of all, you think no one cares.""</i><br/></i>?Arrester Lavinia, Tenth Precinct</i>",<i>「あんたは誰も見ていないと思ったり、自分なら逃げられると思ったり、そればかりか間抜けなことに、誰も気にしないと思ったんでしょう。」</i><br/></i>――第10管区の拘引者、ラヴィニア</i>,Seb McKinnon,169,,,,,,,,,,RTR,コモン,,
Hydroform,1,{G}{U},Hydroform,,UG,,インスタント,,Target land becomes a 3/3 Elemental creature with flying until end of turn. It's still a land.,,,,,,,,,,,,,,Hydroform,水形,Target land becomes a 3/3 Elemental creature with flying until end of turn. It's still a land.,土地１つを対象とする。それはターン終了時まで飛行を持つ３/３のエレメンタル・クリーチャーになる。それは土地でもある。,"<i>""While the sea may be our home, the sky is our destiny."" <br/></i><br/></i>?Prime Speaker Zegana</i>",<i>「我々の故郷は海かもしれないが、進むべき先は空なのだ。」――首席議長ゼガーナ</i>,Howard Lyon,172,,,,,,,,,,GTC,コモン,,
Hypersonic Dragon,1,{3}{U}{R},Hypersonic Dragon,,UR,,クリーチャー,ドラゴン,"Flying, haste<br/>You may cast sorcery cards as though they had flash. <i>(You may cast them any time you could cast an instant.)</i>",4,4,,,,,,,,,,,,Hypersonic Dragon,超音速のドラゴン,"Flying, haste<br/>You may cast sorcery spells as though they had flash. <i>(You may cast them any time you could cast an instant.)</i>",飛行、速攻<br/>あなたはソーサリー呪文を、それが瞬速を持っているかのように唱えてもよい。（あなたはそれらを、あなたがインスタントを唱えられるときならいつでも唱えてよい。）,"<i>""Even this primitive specimen of my kind is impressive.""</i><br/></i>?Niv-Mizzet</i>",<i>「我が種のなかでも未発達なこの個体でさえ、圧倒的だ。」</i><br/></i>――ニヴ＝ミゼット</i>,Dan Scott,170,,,,,,,,,,RTR,レア,,
Illness in the Ranks,1,{B},Illness in the Ranks,,B,,エンチャント,,Creature tokens get -1/-1.,,,,,,,,,,,,,,Illness in the Ranks,集団疾病,Creature tokens get -1/-1.,クリーチャー・トークンは－１/－１の修整を受ける。,"<i>""Selesnya denied us tribute. Let's show them the error of their ways."" <br/></i><br/></i>?Milana, Orzhov prelate</i>",<i>「セレズニアは我々への付け届けを拒絶しました。それがいかに間違ったことか知らしめましょう。」――オルゾフの僧院長、ミラーナ</i>,Nils Hamm,69,,,,,,,,,,GTC,アンコモン,,
Illusionist's Bracers,1,{2},Illusionist's Bracers,,Colorless,,アーティファクト,装備品,"Whenever an ability of equipped creature is activated, if it isn't a mana ability, copy that ability. You may choose new targets for the copy.<br/>Equip {3}",,,,,,,,,,,,,,Illusionist's Bracers,幻術師の篭手,"Whenever an ability of equipped creature is activated, if it isn't a mana ability, copy that ability. You may choose new targets for the copy.<br/>Equip {3}",装備しているクリーチャーの能力が１つ起動されるたび、それがマナ能力でない場合、その能力をコピーする。あなたはそのコピーの新しい対象を選んでもよい。装備 {3},<i>It's easy to believe you're a god when you're twice as powerful as everyone else.</i>,<i>他の誰よりも倍の力を持っていれば、自分が神だと信じるようになるのも無理はない。</i>,Svetlin Velinov,231,,,,,,,,,,GTC,レア,,
Immortal Servitude,1,{X}{W/B}{W/B}{W/B},Immortal Servitude,,WB,,ソーサリー,,Return each creature card with converted mana cost X from your graveyard to the battlefield.,,,,,,,,,,,,,,Immortal Servitude,不死の隷従,Return each creature card with converted mana cost X from your graveyard to the battlefield.,あなたの墓地にある点数で見たマナ・コストがＸの各クリーチャー・カードを、それぞれ戦場に戻す。,"<i>""The fine print of countless contracts has ensured we are never defenseless."" <br/></i><br/></i>?Teysa Karlov, Grand Envoy of Orzhov</i>",<i>「無数の契約に記した細則のおかげで、私たちが無防備になることはなくなったのよ。」――オルゾフの大特使、テイサ・カルロフ</i>,Seb McKinnon,220,,,,,,,,,,GTC,レア,,
Inaction Injunction,1,{1}{U},Inaction Injunction,,U,,ソーサリー,,"Detain target creature an opponent controls. <i>(Until your next turn, that creature can't attack or block and its activated abilities can't be activated.)</i><br/>Draw a card.",,,,,,,,,,,,,,Inaction Injunction,謹慎命令,"Detain target creature an opponent controls. <i>(Until your next turn, that creature can't attack or block and its activated abilities can't be activated.)</i><br/>Draw a card.",対戦相手１人がコントロールするクリーチャー１体を対象とし、それを留置する。（あなたの次のターンまで、そのクリーチャーでは攻撃もブロックもできず、それの起動型能力は起動できない。）<br/>カードを１枚引く。,"<i>""To prevent action is to prevent transgression.""</i><br/></i>?Azorius Arrester motto</i>",<i>「行動を防げば罪も防げる。」</i><br/></i>――アゾリウスの拘引者のモットー</i>,Wayne Reynolds,41,,,,,,,,,,RTR,コモン,,
Incursion Specialist,1,{1}{U},Incursion Specialist,,U,,クリーチャー,人間 ウィザード,"Whenever you cast your second spell each turn, Incursion Specialist gets +2/+0 until end of turn and can't be blocked this turn.",1,3,,,,,,,,,,,,Incursion Specialist,侵入専門家,"Whenever you cast your second spell each turn, Incursion Specialist gets +2/+0 until end of turn and is unblockable this turn.",各ターン、あなたが２つ目の呪文を唱えるたび、侵入専門家はターン終了時まで＋２/＋０の修整を受けるとともに、このターン、ブロックされない。,"<i>""Work for the Dimir again? That depends. Tell me more about this maze.""</i>",<i>「もう一度ディミーアの仕事をするかって？ 場合によるな。まずはこの迷路についてもっと教えてくれ。」</i>,Svetlin Velinov,38,,,,,,,,,,GTC,アンコモン,,
Inspiration,1,{3}{U},Inspiration,,U,,インスタント,,Target player draws two cards.,,,,,,,,,,,,,,Inspiration,霊感,Target player draws two cards.,プレイヤー１人を対象とする。そのプレイヤーはカードを２枚引く。,"<i>""Day 31: I finally succeeded in my time reversal experiment!</i><br/></i>""Day 30: I might have a problem here.""</i><br/></i>?Journal of the Prime Izmagnus</i>",<i>「31日目：ついに時間の逆行実験に成功した！」</i><br/></i>「30日目：これはちとマズイかもしれん。」</i><br/></i>――首席イズマグナスの日誌</i>,Izzy,42,,,,,,,,,,RTR,コモン,,
"Isperia, Supreme Judge",1,{2}{W}{W}{U}{U},"Isperia, Supreme Judge",,WU,伝説の,クリーチャー,スフィンクス,"Flying<br/>Whenever a creature attacks you or a planeswalker you control, you may draw a card.",6,4,,,,,,,,,,,,"Isperia, Supreme Judge",至高の審判者、イスペリア,"Flying<br/>Whenever a creature attacks you or a planeswalker you control, you may draw a card.",飛行<br/>クリーチャー１体があなたかあなたがコントロールするプレインズウォーカーを攻撃するたび、あなたはカードを１枚引いてもよい。,"<i>""I serve only justice. But through that duty, I serve all of Ravnica.""</i>",<i>「私は正義のために尽くすだけです。しかしそれを通じて、私はラヴニカ全てに尽くしているのです。」</i>,Scott M. Fischer,171,,,,,,,,,,RTR,神話レア,,
Isperia's Skywatch,1,{5}{U},Isperia's Skywatch,,U,,クリーチャー,ヴィダルケン 騎士,"Flying<br/>When Isperia's Skywatch enters the battlefield, detain target creature an opponent controls. <i>(Until your next turn, that creature can't attack or block and its activated abilities can't be activated.)</i>",3,3,,,,,,,,,,,,Isperia's Skywatch,イスペリアの空見張り,"Flying<br/>When Isperia's Skywatch enters the battlefield, detain target creature an opponent controls. <i>(Until your next turn, that creature can't attack or block and its activated abilities can't be activated.)</i>",飛行<br/>イスペリアの空見張りが戦場に出たとき、対戦相手１人がコントロールするクリーチャー１体を対象とし、それを留置する。（あなたの次のターンまで、そのクリーチャーでは攻撃もブロックもできず、それの起動型能力は起動できない。）,,,Chris Rahn,43,,,,,,,,,,RTR,コモン,,
Ivy Lane Denizen,1,{3}{G},Ivy Lane Denizen,,G,,クリーチャー,エルフ 戦士,"Whenever another green creature enters the battlefield under your control, put a +1/+1 counter on target creature.",2,3,,,,,,,,,,,,Ivy Lane Denizen,キヅタ小径の住人,"Whenever another green creature enters the battlefield under your control, put a +1/+1 counter on target creature.",他の緑のクリーチャーが１体あなたのコントロール下で戦場に出るたび、クリーチャー１体を対象とし、それの上に＋１/＋１カウンターを１個置く。,"<i>""Skyknight gear? Well, I have drake-skin gauntlets, supple and fireproof. Or a ceratok chestplate that'll stop a crossbow bolt.""</i>",<i>「空騎士の装身具？ そうだな、うちにあるのはしなやかで火に強いドレイク皮の篭手。あとは弩弓の矢でさえはじく角獣の胸当てだ。」</i>,Winona Nelson,125,,,,,,,,,,GTC,コモン,,
Izzet Charm,1,{U}{R},Izzet Charm,,UR,,インスタント,,"Choose one ? Counter target noncreature spell unless its controller pays {2}; or Izzet Charm deals 2 damage to target creature; or draw two cards, then discard two cards.",,,,,,,,,,,,,,Izzet Charm,イゼットの魔除け,"Choose one ? Counter target noncreature spell unless its controller pays {2}; or Izzet Charm deals 2 damage to target creature; or draw two cards, then discard two cards.",以下の３つから１つを選ぶ。「クリーチャーでない呪文１つを対象とする。そのコントローラーが{2}を支払わないかぎり、それを打ち消す。」「クリーチャー１体を対象とする。イゼットの魔除けはそれに２点のダメージを与える。」「カードを２枚引き、その後カードを２枚捨てる。」,,,Zoltan Boros,172,,,,,,,,,,RTR,アンコモン,,
Izzet Cluestone,1,{3},Izzet Cluestone,,Colorless,,アーティファクト,,"{Tap}: Add {U} or {R} to your mana pool.<br/>{U}{R}, {Tap}, Sacrifice Izzet Cluestone: Draw a card.",,,,,,,,,,,,,,Izzet Cluestone,イゼットの導き石,"{Tap}: Add {U} or {R} to your mana pool.<br/>{U}{R}, {Tap}, Sacrifice Izzet Cluestone: Draw a card.","{Tap}：あなたのマナ・プールに{U}か{R}を加える。<br/>{U}{R}, {Tap}, イゼットの導き石を生け贄に捧げる：カードを１枚引く。",<i>It holds within it an unsolvable riddle. A creative answer yields an invitation to the guild.</i>,<i>それは解明不能な謎を内包している。創造的な回答はギルドからの勧誘につながる。</i>,Raoul Vitale,141,,,,,,,,,,DGM,コモン,,
Izzet Guildgate,1,,Izzet Guildgate,,Colorless,,土地,門,Izzet Guildgate enters the battlefield tapped.<br/>{Tap}: Add {U} or {R} to your mana pool.,,,,,,,,,,,,,,Izzet Guildgate,イゼットのギルド門,Izzet Guildgate enters the battlefield tapped.<br/>{Tap}: Add {U} or {R} to your mana pool.,イゼットのギルド門はタップ状態で戦場に出る。<br/>{Tap}：あなたのマナ・プールに{U}か{R}を加える。,<i>Enter those with the vision to create and the daring to release their creations.</i>,<i>創造す_る_意志と己の創造物を解き放つ無謀さを持つ者は、_こ__の_中へ。</i>,Noah Bradley,242,,,,,,,,,,RTR,コモン,,
Izzet Keyrune,1,{3},Izzet Keyrune,,Colorless,,アーティファクト,,"{Tap}: Add {U} or {R} to your mana pool.<br/>{U}{R}: Until end of turn, Izzet Keyrune becomes a 2/1 blue and red Elemental artifact creature.<br/>Whenever Izzet Keyrune deals combat damage to a player, you may draw a card. If you do, discard a card.",,,,,,,,,,,,,,Izzet Keyrune,イゼットの魔鍵,"{Tap}: Add {U} or {R} to your mana pool.<br/>{U}{R}: Until end of turn, Izzet Keyrune becomes a 2/1 blue and red Elemental artifact creature.<br/>Whenever Izzet Keyrune deals combat damage to a player, you may draw a card. If you do, discard a card.",{Tap}：あなたのマナ・プールに{U}か{R}を加える。<br/>{U}{R}：イゼットの魔鍵はターン終了時まで、青であり赤である２/１のエレメンタル・アーティファクト・クリーチャーになる。<br/>イゼットの魔鍵がいずれかのプレイヤーに戦闘ダメージを与えるたび、あなたはカードを１枚引いてもよい。そうした場合、カードを１枚捨てる。,,,Daniel Ljunggren,230,,,,,,,,,,RTR,アンコモン,,
Izzet Staticaster,1,{1}{U}{R},Izzet Staticaster,,UR,,クリーチャー,人間 ウィザード,Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>Haste<br/>{Tap}: Izzet Staticaster deals 1 damage to target creature and each other creature with the same name as that creature.,0,3,,,,,,,,,,,,Izzet Staticaster,イゼットの静電術師,Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>Haste<br/>{Tap}: Izzet Staticaster deals 1 damage to target creature and each other creature with the same name as that creature.,瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）<br/>速攻<br/>{Tap}：クリーチャー１体を対象とする。イゼットの静電術師は、それ、およびそれと同じ名前を持つ他の各クリーチャーにそれぞれ１点のダメージを与える。,,,Scott M. Fischer,173,,,,,,,,,,RTR,アンコモン,,
"Jace, Architect of Thought",1,{2}{U}{U},"Jace, Architect of Thought",,U,,プレインズウォーカー,ジェイス,"+1: Until your next turn, whenever a creature an opponent controls attacks, it gets -1/-0 until end of turn.<br/>-2: Reveal the top three cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other on",,,4,,,,,,,,,,,"Jace, Architect of Thought",思考を築く者、ジェイス,"+1: Until your next turn, whenever a creature an opponent controls attacks, it gets -1/-0 until end of turn.<br/>-2: Reveal the top three cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other on",＋１：あなたの次のターンまで、対戦相手１人がコントロールするクリーチャー１体が攻撃するたび、それはターン終了時まで－１/－０の修整を受ける。<br/>－２：あなたのライブラリーの一番上から３枚のカードを公開する。対戦相手１人は、それらのカードを２つの束に分ける。一方の束をあなたの手札に加え、もう一方をあなたのライブラリーの一番下に望む順番で置く。<br/>－８：プレイヤー１人につき、そのプレイヤーのライブラリーから土地でないカードを１枚探してそれを追放する。その後そのプレイヤーは自分のライブラリーを切り直す。あなたはそれらのカードを、マナ・コストを支払うことなく唱えてもよい。,,,Jaime Jones,44,,,,,,,,,,RTR,神話レア,,
"Jarad, Golgari Lich Lord",1,{B}{B}{G}{G},"Jarad, Golgari Lich Lord",,BG,伝説の,クリーチャー,ゾンビ エルフ,"Jarad, Golgari Lich Lord gets +1/+1 for each creature card in your graveyard.<br/>{1}{B}{G}, Sacrifice another creature: Each opponent loses life equal to the sacrificed creature's power.<br/>Sacrifice a Swamp and a Forest: Return Jarad from your graveyard to your hand.",2,2,,,,,,,,,,,,"Jarad, Golgari Lich Lord",ゴルガリの死者の王、ジャラド,"Jarad, Golgari Lich Lord gets +1/+1 for each creature card in your graveyard.<br/>{1}{B}{G}, Sacrifice another creature: Each opponent loses life equal to the sacrificed creature's power.<br/>Sacrifice a Swamp and a Forest: Return Jarad from your graveyard to your hand.","ゴルガリの死者の王、ジャラドは、あなたの墓地にあるクリーチャー・カード１枚につき＋１/＋１の修整を受ける。<br/>{1}{B}{G}, 他のクリーチャー１体を生け贄に捧げる：各対戦相手はそれぞれ生け贄に捧げられたクリーチャーのパワーに等しい点数のライフを失う。<br/>沼１つと森１つを生け贄に捧げる：ゴルガリの死者の王、ジャラドをあなたの墓地からあなたの手札に戻す。",,,Eric Deschamps,174,,,,,,,,,,RTR,神話レア,,
