カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Master of Pearls,1,{1}{W},Master of Pearls,,W,,クリーチャー,人間 モンク,"Morph {3}{W}{W} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Master of Pearls is turned face up, creatures you control get +2/+2 until end of turn.",2,2,,,,,,,,,,,,Master of Pearls,真珠の達人,"Morph {3}{W}{W} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Master of Pearls is turned face up, creatures you control get +2/+2 until end of turn.",変異{3}{W}{W}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>真珠の達人が表向きになったとき、ターン終了時まで、あなたがコントロールするクリーチャーは＋２/＋２の修整を受ける。,,,David Gaillet,18,,,,,,,,,,KTK,レア,,
Master the Way,1,{3}{U}{R},Master the Way,,UR,,ソーサリー,,Draw a card. Master the Way deals damage to target creature or player equal to the number of cards in your hand.,,,,,,,,,,,,,,Master the Way,道極め,Draw a card. Master the Way deals damage to target creature or player equal to the number of cards in your hand.,カードを１枚引く。クリーチャー１体かプレイヤー１人を対象とする。道極めはそれに、あなたの手札にあるカードの枚数に等しい点数のダメージを与える。,"<i>""The Way has no beginning and no end. It is simply the path."" <br/></i><br/></i>?Narset, khan of the Jeskai</i>",<i>「道には始まりもなければ終わりもない。それはただの道である。」 <br/></i><br/></i>――ジェスカイのカン、ナーセット</i>,Howard Lyon,188,,,,,,,,,,KTK,アンコモン,,
Meandering Towershell,1,{3}{G}{G},Meandering Towershell,,G,,クリーチャー,海亀,"Islandwalk <i>(This creature can't be blocked as long as defending player controls an Island.)</i><br/>Whenever Meandering Towershell attacks, exile it. Return it to the battlefield under your control tapped and attacking at the beginning of the declare attackers step on your next turn.",5,9,,,,,,,,,,,,Meandering Towershell,うねる塔甲羅,"Islandwalk <i>(This creature can't be blocked as long as defending player controls an Island.)</i><br/>Whenever Meandering Towershell attacks, exile it. Return it to the battlefield under your control tapped and attacking at the beginning of the declare attackers step on your next turn.",島渡り（このクリーチャーは防御プレイヤーが島をコントロールしているかぎりブロックされない。）<br/>うねる塔甲羅が攻撃するたび、これを追放する。あなたの次のターンの攻撃クリーチャー指定ステップの開始時に、これをあなたのコントロール下でタップ状態で攻撃している状態で戦場に戻す。,,,YW Tang,141,,,,,,,,,,KTK,レア,,
Mer-Ek Nightblade,1,{3}{B},Mer-Ek Nightblade,,B,,クリーチャー,オーク 暗殺者,"Outlast {B} <i>({B}, {Tap}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)</i><br/>Each creature you control with a +1/+1 counter on it has deathtouch.",2,3,,,,,,,,,,,,Mer-Ek Nightblade,マー＝エクの夜刃,"Outlast {B} <i>({B}, {Tap}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)</i><br/>Each creature you control with a +1/+1 counter on it has deathtouch.",長久{B}（{B}{Tap}：このクリーチャーの上に＋１/＋１カウンターを１個置く。長久はソーサリーとしてのみ行う。）<br/>あなたがコントロールする＋１/＋１カウンターが置かれている各クリーチャーは接死を持つ。,,,Lucas Graciano,79,,,,,,,,,,KTK,アンコモン,,
Mindswipe,1,{X}{U}{R},Mindswipe,,UR,,インスタント,,Counter target spell unless its controller pays {X}. Mindswipe deals X damage to that spell's controller.,,,,,,,,,,,,,,Mindswipe,精神振り,Counter target spell unless its controller pays {X}. Mindswipe deals X damage to that spell's controller.,呪文１つを対象とする。それのコントローラーが{X}を支払わないかぎり、それを打ち消す。精神振りはその呪文のコントローラーにＸ点のダメージを与える。,"<i>""The past and the unwritten are frozen. To understand their meaning requires heat."" <br/></i><br/></i>?Arel the Whisperer</i>",<i>「過去と書かれざるものは凍結されているわ。その意味を理解するには、熱が必要となるの。」 <br/></i><br/></i>――囁く者、アレル</i>,Ryan Alexander Lee,189,,,,,,,,,,KTK,レア,,
Mistfire Weaver,1,{3}{U},Mistfire Weaver,,U,,クリーチャー,ジン ウィザード,"Flying<br/>Morph {2}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Mistfire Weaver is turned face up, target creature you control gains hexproof until end of turn.",3,1,,,,,,,,,,,,Mistfire Weaver,霧炎の織り手,"Flying<br/>Morph {2}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Mistfire Weaver is turned face up, target creature you control gains hexproof until end of turn.",飛行<br/>変異{2}{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>霧炎の織り手が表向きになったとき、あなたがコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは呪禁を得る。,,,Chris Rahn,46,,,,,,,,,,KTK,アンコモン,,
Molting Snakeskin,1,{B},Molting Snakeskin,,B,,エンチャント,オーラ,"Enchant creature<br/>Enchanted creature gets +2/+0 and has ""{2}{B}: Regenerate this creature.""",,,,,,,,,,,,,,Molting Snakeskin,殻脱ぎ,"Enchant creature<br/>Enchanted creature gets +2/+0 and has ""{2}{B}: Regenerate this creature.""",エンチャント（クリーチャー）<br/>エンチャントされているクリーチャーは、＋２/＋０の修整を受けるとともに「{2}{B}：このクリーチャーを再生する。」を持つ。,<i>Flesh wounds are meaningless to those who discard their flesh so readily.</i>,<i>肉体をいとも簡単に捨てる者に対しては、肉体への傷は無意味である。</i>,YW Tang,80,,,,,,,,,,KTK,コモン,,
Monastery Flock,1,{2}{U},Monastery Flock,,U,,クリーチャー,鳥,"Defender, flying<br/>Morph {U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>",0,5,,,,,,,,,,,,Monastery Flock,僧院の群れ,"Defender, flying<br/>Morph {U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>",防衛、飛行<br/>変異{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）,"<i>""The arrow strikes one bird down, but the flock remains."" <br/></i><br/></i>?Jeskai teaching</i>",<i>「矢によって１羽の鳥が射落とされても、群れはそのまま残る。」 <br/></i><br/></i>――ジェスカイの教え</i>,John Avon,47,,,,,,,,,,KTK,コモン,,
Monastery Swiftspear,1,{R},Monastery Swiftspear,,R,,クリーチャー,人間 モンク,"Haste<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",1,2,,,,,,,,,,,,Monastery Swiftspear,僧院の速槍,"Haste<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",速攻<br/>果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは＋１/＋１の修整を受ける。）,<i>The calligraphy of combat is written with strokes of sudden blood.</i>,<i>戦闘での書道は、突発的に流れた血によって書かれる。</i>,Steve Argyle,118,,,,,,,,,,KTK,アンコモン,,
Murderous Cut,1,{4}{B},Murderous Cut,,B,,インスタント,,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Destroy target creature.,,,,,,,,,,,,,,Murderous Cut,残忍な切断,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Destroy target creature.,探査（この呪文を唱える段階であなたがあなたの墓地から追放した各カードは、{1}を支払う。）ｆ<br/>クリーチャー１体を対象とし、それを破壊する。,<i>The blades of a Sultai assassin stab like the fangs of a dragon.</i>,<i>スゥルタイの暗殺者の刃は、龍の牙のように突き刺さる。</i>,Yohann Schepacz,81,,,,,,,,,,KTK,アンコモン,,
Mystic Monastery,1,,Mystic Monastery,,Colorless,,土地,,"Mystic Monastery enters the battlefield tapped.<br/>{Tap}: Add {U}, {R}, or {W} to your mana pool.",,,,,,,,,,,,,,Mystic Monastery,神秘の僧院,"Mystic Monastery enters the battlefield tapped.<br/>{Tap}: Add {U}, {R}, or {W} to your mana pool.",神秘の僧院はタップ状態で戦場に出る。<br/>{Tap}：あなたのマナ・プールに{U}か{R}か{W}を加える。,"<i>When asked how many paths reach enlightenment, the monk kicked a heap of sand. ""Count,"" he smiled, ""and then find more grains.""</i>",<i>悟りの境地に至る道の数について問われた僧侶は、砂の山を蹴った。「数えてみなさい。」と彼は微笑みながら言った。「それから、さらに多くの砂粒を用意することです。」</i>,Florian de Gesincourt,236,,,,,,,,,,KTK,アンコモン,,
Mystic of the Hidden Way,1,{4}{U},Mystic of the Hidden Way,,U,,クリーチャー,人間 モンク,Mystic of the Hidden Way can't be blocked.<br/>Morph {2}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>,3,2,,,,,,,,,,,,Mystic of the Hidden Way,隠道の神秘家,Mystic of the Hidden Way can't be blocked.<br/>Morph {2}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>,隠道の神秘家はブロックされない。<br/>変異{2}{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）,"<i>""There are no obstacles, only different paths.""</i>",<i>「障害など存在しない。道が違うだけだ。」</i>,Ryan Alexander Lee,48,,,,,,,,,,KTK,コモン,,
"Narset, Enlightened Master",1,{3}{U}{R}{W},"Narset, Enlightened Master",,RWU,伝説の,クリーチャー,人間 モンク,"First strike, hexproof<br/>Whenever Narset, Enlightened Master attacks, exile the top four cards of your library. Until end of turn, you may cast noncreature cards exiled with Narset this turn without paying their mana costs.",3,2,,,,,,,,,,,,"Narset, Enlightened Master",悟った達人、ナーセット,"First strike, hexproof<br/>Whenever Narset, Enlightened Master attacks, exile the top four cards of your library. Until end of turn, you may cast noncreature cards exiled with Narset this turn without paying their mana costs.",先制攻撃、呪禁<br/>悟った達人、ナーセットが攻撃するたび、あなたのライブラリーの一番上から４枚のカードを追放する。ターン終了時まで、あなたはこのターンに悟った達人、ナーセットにより追放された、クリーチャーでないカードをそれのマナ・コストを支払うことなく唱えてもよい。,,,Magali Villeneuve,190,,,,,,,,,,KTK,神話レア,,
Naturalize,1,{1}{G},Naturalize,,G,,インスタント,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,Naturalize,帰化,Destroy target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。,<i>The remains of ancient sky tyrants now feed the war-torn land.</i>,<i>太古の大空の暴君たちの亡骸は、今ではこの戦乱が続く地を養っている。</i>,James Paick,142,,,,,,,,,,KTK,コモン,,
Necropolis Fiend,1,{7}{B}{B},Necropolis Fiend,,B,,クリーチャー,デーモン,"Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Flying<br/>{X}, {Tap}, Exile X cards from your graveyard: Target creature gets -X/-X until end of turn.",4,5,,,,,,,,,,,,Necropolis Fiend,死滅都市の悪鬼,"Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Flying<br/>{X}, {Tap}, Exile X cards from your graveyard: Target creature gets -X/-X until end of turn.","探査（この呪文を唱える段階であなたがあなたの墓地から追放した各カードは、{1}を支払う。）ｆ<br/>飛行<br/>{X}, {Tap}, あなたの墓地にあるカードをＸ枚追放する：クリーチャー１体を対象とする。ターン終了時まで、それは－Ｘ/－Ｘの修整を受ける。",,,Seb McKinnon,82,,,,,,,,,,KTK,レア,,
Nomad Outpost,1,,Nomad Outpost,,Colorless,,土地,,"Nomad Outpost enters the battlefield tapped.<br/>{Tap}: Add {R}, {W}, or {B} to your mana pool.",,,,,,,,,,,,,,Nomad Outpost,遊牧民の前哨地,"Nomad Outpost enters the battlefield tapped.<br/>{Tap}: Add {R}, {W}, or {B} to your mana pool.",遊牧民の前哨地はタップ状態で戦場に出る。<br/>{Tap}：あなたのマナ・プールに{R}か{W}か{B}を加える。,"<i>""Only the weak imprison themselves behind walls. We live free under the wind, and our freedom makes us strong."" <br/></i><br/></i>?Zurgo, khan of the Mardu</i>",<i>「壁の向こう側に閉じこもっているのは弱者だけだ。我々は風の下で自由に生きる。自由こそが我らを強くする。」 <br/></i><br/></i>――マルドゥのカン、ズルゴ</i>,Noah Bradley,237,,,,,,,,,,KTK,アンコモン,,
Opulent Palace,1,,Opulent Palace,,Colorless,,土地,,"Opulent Palace enters the battlefield tapped.<br/>{Tap}: Add {B}, {G}, or {U} to your mana pool.",,,,,,,,,,,,,,Opulent Palace,華やかな宮殿,"Opulent Palace enters the battlefield tapped.<br/>{Tap}: Add {B}, {G}, or {U} to your mana pool.",華やかな宮殿はタップ状態で戦場に出る。<br/>{Tap}：あなたのマナ・プールに{B}か{G}か{U}を加える。,<i>The dense jungle surrenders to a lush and lavish expanse. At its center uncoil the spires of Qarsi Palace.</i>,<i>鬱蒼としたジャングルは豊穣で豊かな地へと移り変わる。その中心に伸びているのがカルシ宮殿の尖塔である。</i>,Adam Paquette,238,,,,,,,,,,KTK,アンコモン,,
Pearl Lake Ancient,1,{5}{U}{U},Pearl Lake Ancient,,U,,クリーチャー,リバイアサン,"Flash<br/>Pearl Lake Ancient can't be countered.<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i><br/>Return three lands you control to their owner's hand: Return Pearl Lake Ancient to its owner's hand.",6,7,,,,,,,,,,,,Pearl Lake Ancient,真珠湖の古きもの,"Flash<br/>Pearl Lake Ancient can't be countered.<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i><br/>Return three lands you control to their owner's hand: Return Pearl Lake Ancient to its owner's hand.",瞬速<br/>真珠湖の古きものは打ち消されない。<br/>果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは＋１/＋１の修整を受ける。）<br/>あなたがコントロールする土地を３つオーナーの手札に戻す：真珠湖の古きものをオーナーの手札に戻す。,,,Richard Wright,49,,,,,,,,,,KTK,神話レア,,
Pine Walker,1,{3}{G}{G},Pine Walker,,G,,クリーチャー,エレメンタル,"Morph {4}{G} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>Whenever Pine Walker or another creature you control is turned face up, untap that creature.",5,5,,,,,,,,,,,,Pine Walker,松歩き,"Morph {4}{G} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>Whenever Pine Walker or another creature you control is turned face up, untap that creature.",変異{4}{G}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>松歩きかあなたがコントロールする他のクリーチャーが１体表向きになるたび、そのクリーチャーをアンタップする。,,,Dave Kendall,143,,,,,,,,,,KTK,アンコモン,,
Polluted Delta,1,,Polluted Delta,,Colorless,,土地,,"{Tap}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card and put it onto the battlefield. Then shuffle your library.",,,,,,,,,,,,,,Polluted Delta,汚染された三角州,"{Tap}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card and put it onto the battlefield. Then shuffle your library.","{Tap}, ライフを１点支払う,汚染された三角州を生け贄に捧げる：あなたのライブラリーから島・カードか沼・カードを１枚探し、それを戦場に出す。その後あなたのライブラリーを切り直す。","<i>Where dragons once prevailed, their bones now sink.</i>",<i>かつて龍たちが繁栄した場所には、今では彼らの骨が沈んでいる。</i>,Vincent Proce,239,,,,,,,,,,KTK,レア,,
Ponyback Brigade,1,{3}{R}{W}{B},Ponyback Brigade,,WBR,,クリーチャー,ゴブリン 戦士,"When Ponyback Brigade enters the battlefield or is turned face up, put three 1/1 red Goblin creature tokens onto the battlefield.<br/>Morph {2}{R}{W}{B} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>",2,2,,,,,,,,,,,,Ponyback Brigade,子馬乗り部隊,"When Ponyback Brigade enters the battlefield or is turned face up, put three 1/1 red Goblin creature tokens onto the battlefield.<br/>Morph {2}{R}{W}{B} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>",子馬乗り部隊が戦場に出るか表向きになったとき、赤の１/１のゴブリン・クリーチャー・トークンを３体戦場に出す。<br/>変異{2}{R}{W}{B}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）,,,Mark Zug,191,,,,,,,,,,KTK,コモン,,
Quiet Contemplation,1,{2}{U},Quiet Contemplation,,U,,エンチャント,,"Whenever you cast a noncreature spell, you may pay {1}. If you do, tap target creature an opponent controls and it doesn't untap during its controller's next untap step.",,,,,,,,,,,,,,Quiet Contemplation,物静かな熟考,"Whenever you cast a noncreature spell, you may pay {1}. If you do, tap target creature an opponent controls and it doesn't untap during its controller's next untap step.",あなたがクリーチャーでない呪文を１つ唱えるたび、対戦相手がコントロールするクリーチャー１体を対象とする。あなたは{1}を支払ってもよい。そうしたなら、そのクリーチャーをタップする。そのクリーチャーはそれのコントローラーの次のアンタップ・ステップにアンタップしない。,,,Magali Villeneuve,50,,,,,,,,,,KTK,アンコモン,,
Raiders' Spoils,1,{3}{B},Raiders' Spoils,,B,,エンチャント,,"Creatures you control get +1/+0.<br/>Whenever a Warrior you control deals combat damage to a player, you may pay 1 life. If you do, draw a card.",,,,,,,,,,,,,,Raiders' Spoils,略奪者の戦利品,"Creatures you control get +1/+0.<br/>Whenever a Warrior you control deals combat damage to a player, you may pay 1 life. If you do, draw a card.",あなたがコントロールするクリーチャーは＋１/＋０の修整を受ける。<br/>あなたがコントロールする戦士１体がプレイヤー１人に戦闘ダメージを与えるたび、あなたはライフを１点支払ってもよい。そうしたなら、カードを１枚引く。,"<i>""To conquer is to eat."" <br/></i><br/></i>?Edicts of Ilagra</i>",<i>「征服とは、食べること。」 <br/></i><br/></i>――イラグラの布告</i>,Wayne Reynolds,83,,,,,,,,,,KTK,アンコモン,,
Rakshasa Deathdealer,1,{B}{G},Rakshasa Deathdealer,,BG,,クリーチャー,猫 デーモン,{B}{G}: Rakshasa Deathdealer gets +2/+2 until end of turn.<br/>{B}{G}: Regenerate Rakshasa Deathdealer.,2,2,,,,,,,,,,,,Rakshasa Deathdealer,ラクシャーサの死与え,{B}{G}: Rakshasa Deathdealer gets +2/+2 until end of turn.<br/>{B}{G}: Regenerate Rakshasa Deathdealer.,{B}{G}：ターン終了時まで、ラクシャーサの死与えは＋２/＋２の修整を受ける。<br/>{B}{G}：ラクシャーサの死与えを再生する。,"<i>""Death fills me and makes me strong. You, it will reduce to nothing.""</i>",<i>「死は我を満たし、強くする。死は汝を無へと帰す。」</i>,John Severin Brassell,192,,,,,,,,,,KTK,レア,,
Rakshasa Vizier,1,{2}{B}{G}{U},Rakshasa Vizier,,GUB,,クリーチャー,猫 デーモン,"Whenever one or more cards are put into exile from your graveyard, put that many +1/+1 counters on Rakshasa Vizier.",4,4,,,,,,,,,,,,Rakshasa Vizier,ラクシャーサの大臣,"Whenever one or more cards are put into exile from your graveyard, put that many +1/+1 counters on Rakshasa Vizier.",１枚以上のカードがあなたの墓地から追放されるたび、その枚数に等しい数の＋１/＋１カウンターをラクシャーサの大臣の上に置く。,<i>Rakshasa offer deals that sound advantageous to those who forget who they are dealing with.</i>,<i>ラクシャーサは取引相手が誰であるかを忘れてしまった者にとって有利に聞こえる取引を提案する。</i>,Nils Hamm,193,,,,,,,,,,KTK,レア,,
Rakshasa's Secret,1,{2}{B},Rakshasa's Secret,,B,,ソーサリー,,Target opponent discards two cards. Put the top two cards of your library into your graveyard.,,,,,,,,,,,,,,Rakshasa's Secret,ラクシャーサの秘密,Target opponent discards two cards. Put the top two cards of your library into your graveyard.,対戦相手１人を対象とする。そのプレイヤーはカードを２枚捨てる。あなたのライブラリーの一番上から２枚のカードをあなたの墓地に置く。,"<i>The voice of a rakshasa is soft, its breath sweet. But every word is the murmur of madness.</i>",<i>ラクシャーサの声は優しく、その息も甘い香りが漂う。しかし、そのすべての言葉は狂気の呟きである。</i>,Magali Villeneuve,84,,,,,,,,,,KTK,コモン,,
Rattleclaw Mystic,1,{1}{G},Rattleclaw Mystic,,G,,クリーチャー,人間 シャーマン,"{Tap}: Add {G}, {U}, or {R} to your mana pool.<br/>Morph {2} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Rattleclaw Mystic is turned face up, add {G}{U}{R} to your mana pool.",2,1,,,,,,,,,,,,Rattleclaw Mystic,爪鳴らしの神秘家,"{Tap}: Add {G}, {U}, or {R} to your mana pool.<br/>Morph {2} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Rattleclaw Mystic is turned face up, add {G}{U}{R} to your mana pool.",{Tap}：あなたのマナ・プールに{G}か{U}か{R}を加える。<br/>変異{2}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>爪鳴らしの神秘家が表向きになったとき、あなたのマナ・プールに{G}{U}{R}を加える。,,,Tyler Jacobson,144,,,,,,,,,,KTK,レア,,
Retribution of the Ancients,1,{B},Retribution of the Ancients,,B,,エンチャント,,"{B}, Remove X +1/+1 counters from among creatures you control: Target creature gets -X/-X until end of turn.",,,,,,,,,,,,,,Retribution of the Ancients,古き者どもの報復,"{B}, Remove X +1/+1 counters from among creatures you control: Target creature gets -X/-X until end of turn.","{B}, 好きな数のあなたがコントロールするクリーチャーの上から＋１/＋１カウンターをＸ個取り除く：クリーチャー１体を対象とする。ターン終了時まで、それは－Ｘ/－Ｘの修整を受ける。","<i>Abzan ancestors died to protect their Houses, and they protect them still.</i>",<i>アブザンの先祖たちはアブザン家を守るために命を落とし、そして今もなお一家を守っている。</i>,Svetlin Velinov,85,,,,,,,,,,KTK,レア,,
Ride Down,1,{R}{W},Ride Down,,WR,,インスタント,,Destroy target blocking creature. Creatures that were blocked by that creature this combat gain trample until end of turn.,,,,,,,,,,,,,,Ride Down,騎乗追撃,Destroy target blocking creature. Creatures that were blocked by that creature this combat gain trample until end of turn.,ブロックしているクリーチャー１体を対象とし、それを破壊する。ターン終了時まで、この戦闘でそのクリーチャーにブロックされたクリーチャーはトランプルを得る。,"<i>""I will wash you from my hooves!"" <br/></i><br/></i>?Mardu taunt</i>",<i>「貴様を我が蹄で撹拌してやる！」 <br/></i><br/></i>――マルドゥの挑発</i>,Daarken,194,,,,,,,,,,KTK,アンコモン,,
Rite of the Serpent,1,{4}{B}{B},Rite of the Serpent,,B,,ソーサリー,,"Destroy target creature. If that creature had a +1/+1 counter on it, put a 1/1 green Snake creature token onto the battlefield.",,,,,,,,,,,,,,Rite of the Serpent,大蛇の儀式,"Destroy target creature. If that creature had a +1/+1 counter on it, put a 1/1 green Snake creature token onto the battlefield.",クリーチャー１体を対象とし、それを破壊する。そのクリーチャーの上に＋１/＋１カウンターが置かれていたなら、緑の１/１の蛇・クリーチャー・トークンを１体戦場に出す。,"<i>""From your death, new life. From your loss, our profit."" <br/></i><br/></i>?Kirada, Qarsi overseer</i>",<i>「お前の死から、新たな命が。お前の損失から、我らの儲けが。」 <br/></i><br/></i>――カルシの監視者、キラダ</i>,Seb McKinnon,86,,,,,,,,,,KTK,コモン,,
Riverwheel Aerialists,1,{5}{U},Riverwheel Aerialists,,U,,クリーチャー,ジン モンク,"Flying<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",4,5,,,,,,,,,,,,Riverwheel Aerialists,河水環の曲芸士,"Flying<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",飛行<br/>果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは＋１/＋１の修整を受ける。）,<i>Adepts of the Riverwheel Stronghold can run through rain and never get wet; masters use the raindrops as stepping stones.</i>,<i>河水環要塞の熟練者たちは雨の中を走り抜けても濡れることが無い。達人は雨粒を踏み石として使うことができるのだ。</i>,Jack Wang,51,,,,,,,,,,KTK,アンコモン,,
Roar of Challenge,1,{2}{G},Roar of Challenge,,G,,ソーサリー,,All creatures able to block target creature this turn do so.<br/>Ferocious ? That creature gains indestructible until end of turn if you control a creature with power 4 or greater.,,,,,,,,,,,,,,Roar of Challenge,挑発の咆哮,All creatures able to block target creature this turn do so.<br/>Ferocious ? That creature gains indestructible until end of turn if you control a creature with power 4 or greater.,クリーチャー１体を対象とする。このターン、それをブロックできるすべてのクリーチャーは、それをブロックする。<br/>獰猛 ― あなたがパワーが４以上のクリーチャーをコントロールしているなら、ターン終了時まで、その対象としたクリーチャーは破壊不能を得る。,,,Viktor Titov,145,,,,,,,,,,KTK,アンコモン,,
Rotting Mastodon,1,{4}{B},Rotting Mastodon,,B,,クリーチャー,ゾンビ 象,,2,8,,,,,,,,,,,,Rotting Mastodon,朽ちゆくマストドン,,,"<i>Mastodons became extinct long ago, but foul forces of the Gurmag Swamp sometimes animate their decaying remains. The Sultai happily exploit such creatures but consider them inferior to their own necromantic creations.</i>",<i>マストドンは大昔に絶滅したが、グルマグ沼の邪悪な力が時折その腐乱した死体を動かすことがある。スゥルタイは喜んでそのようなクリーチャーを活用するが、自分たちの屍術で生み出した創造物より低級なものであると認識している。</i>,Nils Hamm,87,,,,,,,,,,KTK,コモン,,
Rugged Highlands,1,,Rugged Highlands,,Colorless,,土地,,"Rugged Highlands enters the battlefield tapped.<br/>When Rugged Highlands enters the battlefield, you gain 1 life.<br/>{Tap}: Add {R} or {G} to your mana pool.",,,,,,,,,,,,,,Rugged Highlands,岩だらけの高地,"Rugged Highlands enters the battlefield tapped.<br/>When Rugged Highlands enters the battlefield, you gain 1 life.<br/>{Tap}: Add {R} or {G} to your mana pool.",岩だらけの高地はタップ状態で戦場に出る。<br/>岩だらけの高地が戦場に出たとき、あなたは１点のライフを得る。<br/>{Tap}：あなたのマナ・プールに{R}か{G}を加える。,,,Eytan Zana,240,,,,,,,,,,KTK,コモン,,
