カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Battlewise Hoplite,1,{W}{U},Battlewise Hoplite,,WU,,クリーチャー,人間 兵士,"Heroic ? Whenever you cast a spell that targets Battlewise Hoplite, put a +1/+1 counter on Battlewise Hoplite, then scry 1. <i>(To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)</i>",2,2,,,,,,,,,,,,Battlewise Hoplite,戦識の重装歩兵,"Heroic ? Whenever you cast a spell that targets Battlewise Hoplite, put a +1/+1 counter on Battlewise Hoplite, then scry 1. <i>(To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)</i>",英雄的 ― あなたが戦識の重装歩兵を対象とする呪文を１つ唱えるたび、戦識の重装歩兵の上に＋１/＋１カウンターを１個置き、その後占術１を行う。（占術１を行うには、あなたのライブラリーの一番上のカードを見る。その後そのカードをあなたのライブラリーの一番下に置いてもよい。）,,,Willian Murai,189,,,,,,,,,,THS,アンコモン,,
Battlewise Valor,1,{1}{W},Battlewise Valor,,W,,インスタント,,Target creature gets +2/+2 until end of turn. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,,,,,,,,,,,,,,Battlewise Valor,戦識の武勇,Target creature gets +2/+2 until end of turn. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋２の修整を受ける。占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）,"<i>It's never good to walk into an ambush, but with the right spell you might walk out again.</i>",<i>伏兵のいる真っ只中に足を踏み入れるのは賢明ではないが、正しい呪文があれば無事そこから抜け出すこともできるだろう。</i>,Zack Stella,1,,,,,,,,,,THS,コモン,,
Bearer of the Heavens,1,{7}{R},Bearer of the Heavens,,R,,クリーチャー,巨人,"When Bearer of the Heavens dies, destroy all permanents at the beginning of the next end step.",10,10,,,,,,,,,,,,Bearer of the Heavens,天を支える者,"When Bearer of the Heavens dies, destroy all permanents at the beginning of the next end step.",天を支える者が死亡したとき、次の終了ステップの開始時に、すべてのパーマネントを破壊する。,"<i>To hold the heavens from the earth is no curse, but a titanic responsibility.</i>",<i>地から天を支えるのは呪いではないが、巨大な責任を伴う。</i>,Ryan Alexander Lee,89,,,,,,,,,,JOU,レア,,
Benthic Giant,1,{5}{U},Benthic Giant,,U,,クリーチャー,巨人,Hexproof <i>(This creature can't be the target of spells or abilities your opponents control.)</i>,4,5,,,,,,,,,,,,Benthic Giant,水底の巨人,Hexproof <i>(This creature can't be the target of spells or abilities your opponents control.)</i>,呪禁（このクリーチャーは、対戦相手がコントロールする呪文や能力の対象にならない。）,"<i>""Some fates you can see coming for you, plain as day, and there's nothing you can do about them."" <br/></i><br/></i>?Callaphe the mariner</i>",<i>「運命とは時に日の光みたいなもんでね、明らかにこちらに向かって来ているのが見えているにもかかわらず、あたしらはそれに対して為す術がないのよ。」 <br/></i><br/></i>――船乗りのカラフィ</i>,Jaime Jones,41,,,,,,,,,,THS,コモン,,
Bident of Thassa,1,{2}{U}{U},Bident of Thassa,,U,伝説の,エンチャント アーティファクト,,"Whenever a creature you control deals combat damage to a player, you may draw a card.<br/>{1}{U}, {Tap}: Creatures your opponents control attack this turn if able.",,,,,,,,,,,,,,Bident of Thassa,タッサの二叉槍,"Whenever a creature you control deals combat damage to a player, you may draw a card.<br/>{1}{U}, {Tap}: Creatures your opponents control attack this turn if able.","あなたがコントロールするクリーチャー１体がプレイヤー１人に戦闘ダメージを与えるたび、あなたはカードを１枚引いてもよい。<br/>{1}{U}, {Tap}：対戦相手がコントロールするクリーチャーは、このターン可能なら攻撃する。",<i>The wills of mortals shift as the tide ebbs and flows.</i>,<i>定命の者の意志は、潮の満ち引きのごとく移ろいやすい。</i>,Yeong-Hao Han,42,,,,,,,,,,THS,レア,,
Bile Blight,1,{B}{B},Bile Blight,,B,,インスタント,,Target creature and all other creatures with the same name as that creature get -3/-3 until end of turn.,,,,,,,,,,,,,,Bile Blight,胆汁病,Target creature and all other creatures with the same name as that creature get -3/-3 until end of turn.,クリーチャー１体を対象とする。それと、そのクリーチャーと同じ名前を持つ他のすべてのクリーチャーはターン終了時まで－３/－３の修整を受ける。,"<i>Not an arrow loosed, javelin thrown, nor sword raised. None were needed.</i>",<i>矢は放たれず、ジャベリンは投擲されず、剣が振り上げられることもなかった。それらはすべて不要であった。</i>,Vincent Proce,61,,,,,,,,,,BNG,アンコモン,,
Black Oak of Odunos,1,{2}{B},Black Oak of Odunos,,B,,クリーチャー,ゾンビ ツリーフォーク,"Defender<br/>{B}, Tap another untapped creature you control: Black Oak of Odunos gets +1/+1 until end of turn.",0,5,,,,,,,,,,,,Black Oak of Odunos,オドゥノスの黒樫,"Defender<br/>{B}, Tap another untapped creature you control: Black Oak of Odunos gets +1/+1 until end of turn.","防衛<br/>{B}, あなたがコントロールするアンタップ状態の他のクリーチャーを１体タップする：オドゥノスの黒樫はターン終了時まで＋１/＋１の修整を受ける。","<i>Phenax promised the newly dead souls they would be spared from Erebos. In this, he did not lie.</i>",<i>フィナックスは、新たな死者たちの魂はエレボスから救済されることを約束した。その点では、彼は嘘をついてはいなかった。</i>,Chris Rahn,62,,,,,,,,,,BNG,アンコモン,,
Bladetusk Boar,1,{3}{R},Bladetusk Boar,,R,,クリーチャー,猪,Intimidate <i>(This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)</i>,3,2,,,,,,,,,,,,Bladetusk Boar,刃牙の猪,Intimidate <i>(This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)</i>,威嚇（このクリーチャーはアーティファクト・クリーチャーか、これと共通の色を持つクリーチャー以外にはブロックされない。）,<i>Deathbellow Canyon is home to minotaurs and many other creatures that share a love for the taste of human flesh.</i>,<i>死呻き峡谷はミノタウルスをはじめ、人の肉の味を好むクリーチャーたちが数多く生息する地である。</i>,Sam Burley,90,,,,,,,,,,JOU,コモン,,
Blinding Flare,1,{R},Blinding Flare,,R,,ソーサリー,,Strive ? Blinding Flare costs {R} more to cast for each target beyond the first.<br/>Any number of target creatures can't block this turn.,,,,,,,,,,,,,,Blinding Flare,眩しい炎,Strive ? Blinding Flare costs {R} more to cast for each target beyond the first.<br/>Any number of target creatures can't block this turn.,奮励 ― 眩しい炎を唱えるためのコストは、２つ目以降の対象１つにつき{R}多くなる。<br/>望む数のクリーチャーを対象とする。このターン、それらではブロックできない。,,,Evan Shipard,91,,,,,,,,,,JOU,アンコモン,,
Bloodcrazed Hoplite,1,{1}{B},Bloodcrazed Hoplite,,B,,クリーチャー,人間 兵士,"Heroic ? Whenever you cast a spell that targets Bloodcrazed Hoplite, put a +1/+1 counter on it.<br/>Whenever a +1/+1 counter is placed on Bloodcrazed Hoplite, remove a +1/+1 counter from target creature an opponent controls.",2,1,,,,,,,,,,,,Bloodcrazed Hoplite,血に狂った重装歩兵,"Heroic ? Whenever you cast a spell that targets Bloodcrazed Hoplite, put a +1/+1 counter on it.<br/>Whenever a +1/+1 counter is placed on Bloodcrazed Hoplite, remove a +1/+1 counter from target creature an opponent controls.",英雄的 ― あなたが血に狂った重装歩兵を対象とする呪文を１つ唱えるたび、血に狂った重装歩兵の上に＋１/＋１カウンターを１個置く。<br/>血に狂った重装歩兵の上に＋１/＋１カウンターが１個置かれるたび、対戦相手がコントロールするクリーチャー１体を対象とし、それの上から＋１/＋１カウンターを１個取り除く。,,,Jeff Simpson,61,,,,,,,,,,JOU,コモン,,
Blood-Toll Harpy,1,{2}{B},Blood-Toll Harpy,,B,,クリーチャー,ハーピー,"Flying<br/>When Blood-Toll Harpy enters the battlefield, each player loses 1 life.",2,1,,,,,,,,,,,,Blood-Toll Harpy,血集りのハーピー,"Flying<br/>When Blood-Toll Harpy enters the battlefield, each player loses 1 life.",飛行<br/>血集りのハーピーが戦場に出たとき、各プレイヤーはそれぞれ１点のライフを失う。,"<i>When harpies demand a toll to cross through their territory, consider yourself lucky if they permit payment in coin.</i>",<i>ハーピーたちが自分たちの縄張りを通行するための通行料を要求してきた場合、連中が金銭による支払いを了承した時はついていると思ったほうがいい。</i>,Kev Walker,79,,,,,,,,,,THS,コモン,,
Bolt of Keranos,1,{1}{R}{R},Bolt of Keranos,,R,,ソーサリー,,Bolt of Keranos deals 3 damage to target creature or player. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,,,,,,,,,,,,,,Bolt of Keranos,ケラノスの稲妻,Bolt of Keranos deals 3 damage to target creature or player. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,クリーチャー１体かプレイヤー１人を対象とする。ケラノスの稲妻はそれに３点のダメージを与える。占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）,"<i>The breakthroughs granted by Keranos, god of epiphany, can be surprisingly literal.</i>",<i>天啓の神、ケラノスにより賜る現状打破は、時には驚くほど言葉通りな形となって実現することもある。</i>,Karl Kopinski,89,,,,,,,,,,BNG,コモン,,
Boon of Erebos,1,{B},Boon of Erebos,,B,,インスタント,,Target creature gets +2/+0 until end of turn. Regenerate it. You lose 2 life.,,,,,,,,,,,,,,Boon of Erebos,エレボスの加護,Target creature gets +2/+0 until end of turn. Regenerate it. You lose 2 life.,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋０の修整を受ける。それを再生する。あなたは２点のライフを失う。,"<i>""Death is not a certainty. Erebos determines when a mortal's time is up."" <br/></i><br/></i>?Iadorna, death priest of Erebos</i>",<i>「死とは確実なものではありません。定命の者に与えられた時間がいつ終わるのかを決めるのは、エレボス様なのです。」 <br/></i><br/></i>――エレボスの死の神官、イアドルナ</i>,James Ryman,80,,,,,,,,,,THS,コモン,,
Boon Satyr,1,{1}{G}{G},Boon Satyr,,G,,エンチャント クリーチャー,サテュロス,"Flash<br/>Bestow {3}{G}{G} <i>(If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)</i><br/>Enchanted creature gets +4/+2.",4,2,,,,,,,,,,,,Boon Satyr,加護のサテュロス,"Flash<br/>Bestow {3}{G}{G} <i>(If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)</i><br/>Enchanted creature gets +4/+2.",瞬速<br/>授与 {3}{G}{G} （このカードを授与コストで唱えた場合、これはエンチャント（クリーチャー）を持つオーラ呪文である。クリーチャーにつけられていない場合、これは再びクリーチャーになる。）<br/>エンチャントされているクリーチャーは＋４/＋２の修整を受ける。,,,Wesley Burt,152,,,,,,,,,,THS,レア,,
Borderland Minotaur,1,{2}{R}{R},Borderland Minotaur,,R,,クリーチャー,ミノタウルス 戦士,,4,3,,,,,,,,,,,,Borderland Minotaur,国境地帯のミノタウルス,,,"<i>""You have led us to triumph over the forces of Mogis!"" said Brygus the Brave, clapping the Champion on the back. <br/></i><br/></i>The Champion wiped the sweat and blood from her brow. <br/></i><br/></i>""I count eight graves,"" she said. ""Too many to call this a victory."" <br/></i><br/></i>?The Theriad</i>",<i>「我々をモーギスの軍勢への勝利に導いてくれたのは、お主だ！」と勇猛なるブライガスは言い、女勇者の背中を叩いた。 <br/></i><br/></i>女勇者は額から汗と血を拭った。 <br/></i><br/></i>「墓を八基数えたわ。」と彼女は言った。「勝利と言うにはあまりに多すぎるわね。」 <br/></i><br/></i>――「テーリアス」</i>,Greg Staples,114,,,,,,,,,,THS,コモン,,
Boulderfall,1,{6}{R}{R},Boulderfall,,R,,インスタント,,Boulderfall deals 5 damage divided as you choose among any number of target creatures and/or players.,,,,,,,,,,,,,,Boulderfall,落岩,Boulderfall deals 5 damage divided as you choose among any number of target creatures and/or players.,望む数のクリーチャーかプレイヤー（またはその組み合わせ）を対象とする。落岩はそれらに、５点のダメージをあなたの望むように分割して与える。,"<i>""Defeating the Meletians was not so difficult. I needed only to move a mountain."" <br/></i><br/></i>?Eocles, oracle of Purphoros</i>",<i>「メレティス人を倒すのは造作も無いことだった。単に山を一つ動かせばよかっただけだからな。」 <br/></i><br/></i>――パーフォロスの神託者、エオクレス</i>,Ralph Horsley,115,,,,,,,,,,THS,コモン,,
Bow of Nylea,1,{1}{G}{G},Bow of Nylea,,G,伝説の,エンチャント アーティファクト,,"Attacking creatures you control have deathtouch.<br/>{1}{G}, {Tap}: Choose one ? Put a +1/+1 counter on target creature; or Bow of Nylea deals 2 damage to target creature with flying; or you gain 3 life; or put up to four target cards from your graveyard on the bottom of your library in any order.",,,,,,,,,,,,,,Bow of Nylea,ナイレアの弓,"Attacking creatures you control have deathtouch.<br/>{1}{G}, {Tap}: Choose one ? Put a +1/+1 counter on target creature; or Bow of Nylea deals 2 damage to target creature with flying; or you gain 3 life; or put up to four target cards from your graveyard on the bottom of your library in any order.","あなたがコントロールする攻撃クリーチャーは接死を持つ。<br/>{1}{G}, {Tap}：以下の４つから１つを選ぶ。「クリーチャー１体を対象とする。それの上に＋１/＋１カウンターを１個置く。」「飛行を持つクリーチャー１体を対象とする。ナイレアの弓はそれに２点のダメージを与える。」「あなたは３点のライフを得る。」「あなたの墓地にあるカードを最大４枚まで対象とし、それらをあなたのライブラリーの一番下に望む順番で置く。」",,,Yeong-Hao Han,153,,,,,,,,,,THS,レア,,
Brain Maggot,1,{1}{B},Brain Maggot,,B,,エンチャント クリーチャー,昆虫,"When Brain Maggot enters the battlefield, target opponent reveals his or her hand and you choose a nonland card from it. Exile that card until Brain Maggot leaves the battlefield.",1,1,,,,,,,,,,,,Brain Maggot,脳蛆,"When Brain Maggot enters the battlefield, target opponent reveals his or her hand and you choose a nonland card from it. Exile that card until Brain Maggot leaves the battlefield.",脳蛆が戦場に出たとき、対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開し、あなたはその中から土地でないカードを１枚選ぶ。そのカードを脳蛆が戦場を離れるまで追放する。,,,Min Yum,62,,,,,,,,,,JOU,アンコモン,,
Breaching Hippocamp,1,{3}{U},Breaching Hippocamp,,U,,クリーチャー,馬 魚,"Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>When Breaching Hippocamp enters the battlefield, untap another target creature you control.",3,2,,,,,,,,,,,,Breaching Hippocamp,水跳ねの海馬,"Flash <i>(You may cast this spell any time you could cast an instant.)</i><br/>When Breaching Hippocamp enters the battlefield, untap another target creature you control.",瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）<br/>水跳ねの海馬が戦場に出たとき、あなたがコントロールする他のクリーチャー１体を対象とし、それをアンタップする。,<i>Don't try to ride this steed unless you've got gills too.</i>,<i>エラ呼吸ができなければ、この馬には騎乗しないほうがいい。</i>,Christopher Burdett,43,,,,,,,,,,THS,コモン,,
"Brimaz, King of Oreskos",1,{1}{W}{W},"Brimaz, King of Oreskos",,W,伝説の,クリーチャー,猫 兵士,"Vigilance<br/>Whenever Brimaz, King of Oreskos attacks, put a 1/1 white Cat Soldier creature token with vigilance onto the battlefield attacking.<br/>Whenever Brimaz blocks a creature, put a 1/1 white Cat Soldier creature token with vigilance onto the battlefield blocking that creature.",3,4,,,,,,,,,,,,"Brimaz, King of Oreskos",オレスコスの王、ブリマーズ,"Vigilance<br/>Whenever Brimaz, King of Oreskos attacks, put a 1/1 white Cat Soldier creature token with vigilance onto the battlefield attacking.<br/>Whenever Brimaz blocks a creature, put a 1/1 white Cat Soldier creature token with vigilance onto the battlefield blocking that creature.",警戒<br/>オレスコスの王、ブリマーズが攻撃するたび、警戒を持つ白の１/１の猫・兵士・クリーチャー・トークン１体を攻撃している状態で戦場に出す。<br/>オレスコスの王、ブリマーズがクリーチャーを１体ブロックするたび、警戒を持つ白の１/１の猫・兵士・クリーチャー・トークン１体をそのクリーチャーをブロックしている状態で戦場に出す。,,,Peter Mohrbacher,5,,,,,,,,,,BNG,神話レア,,
Bronze Sable,1,{2},Bronze Sable,,Colorless,,アーティファクト クリーチャー,Sable,,2,1,,,,,,,,,,,,Bronze Sable,青銅の黒貂,,,"<i>The Champion stood alone between the horde of the Returned and the shrine to Karametra, cutting down scores among hundreds. She would have been overcome if not for the aid of the temple guardians whom Karametra awakened. <br/></i><br/></i>?The Theriad</i>",<i>女勇者は単身、蘇りし者の軍勢とケイラメトラの神殿の間に立ちはだかり、数百もの敵を相手に何十もの敵を切り倒した。ケイラメトラが呼び覚ました神殿の守護者たちの援護がなければ、恐らく圧倒されていたであろう。 <br/></i><br/></i>――「テーリアス」</i>,Jasper Sandner,212,,,,,,,,,,THS,コモン,,
Burnished Hart,1,{3},Burnished Hart,,Colorless,,アーティファクト クリーチャー,大鹿,"{3}, Sacrifice Burnished Hart: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle your library.",2,2,,,,,,,,,,,,Burnished Hart,つややかな雄鹿,"{3}, Sacrifice Burnished Hart: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle your library.","{3}, つややかな雄鹿を生け贄に捧げる：あなたのライブラリーから基本土地カードを最大２枚まで探し、それらをタップ状態で戦場に出し、その後あなたのライブラリーを切り直す。",<i>Forged by divine hands to wander mortal realms.</i>,<i>定命の者の世界をさまようため、天界の者の手により創られた。</i>,Yeong-Hao Han,213,,,,,,,,,,THS,アンコモン,,
Cast into Darkness,1,{1}{B},Cast into Darkness,,B,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets -2/-0 and can't block.,,,,,,,,,,,,,,Cast into Darkness,闇への投入,Enchant creature<br/>Enchanted creature gets -2/-0 and can't block.,エンチャント（クリーチャー）<br/>エンチャントされているクリーチャーは、－２/－０の修整を受けるとともに、それではブロックできない。,"<i>In desperation the soldier prayed to Phenax, begging for the power to cheat the gorgon's gaze.</i>",<i>絶望の中で兵士たちは、ゴルゴンの視線を欺く力を求めてフィナックスに祈りをささげた。</i>,Clint Cearley,63,,,,,,,,,,JOU,コモン,,
Cavalry Pegasus,1,{1}{W},Cavalry Pegasus,,W,,クリーチャー,ペガサス,"Flying<br/>Whenever Cavalry Pegasus attacks, each attacking Human gains flying until end of turn.",1,1,,,,,,,,,,,,Cavalry Pegasus,乗騎ペガサス,"Flying<br/>Whenever Cavalry Pegasus attacks, each attacking Human gains flying until end of turn.",飛行<br/>乗騎ペガサスが攻撃するたび、攻撃している人間はそれぞれターン終了時まで飛行を得る。,"<i>""It is hope, hooved and winged."" <br/></i><br/></i>?Cymede, queen of Akros</i>",<i>「それは蹄と翼を有する希望です。」 <br/></i><br/></i>――アクロスの女王、サイミーディ</i>,Kev Walker,2,,,,,,,,,,THS,コモン,,
Cavern Lampad,1,{3}{B},Cavern Lampad,,B,,エンチャント クリーチャー,ニンフ,"Bestow {5}{B} <i>(If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)</i><br/>Intimidate<br/>Enchanted creature gets +2/+2 and has intimidate.",2,2,,,,,,,,,,,,Cavern Lampad,洞窟のランパード,"Bestow {5}{B} <i>(If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)</i><br/>Intimidate<br/>Enchanted creature gets +2/+2 and has intimidate.",授与 {5}{B} （このカードを授与コストで唱えた場合、これはエンチャント（クリーチャー）を持つオーラ呪文である。クリーチャーにつけられていない場合、これは再びクリーチャーになる。）<br/>威嚇<br/>エンチャントされているクリーチャーは、＋２/＋２の修整を受けるとともに威嚇を持つ。,,,Volkan Baga,81,,,,,,,,,,THS,コモン,,
Celestial Archon,1,{3}{W}{W},Celestial Archon,,W,,エンチャント クリーチャー,執政官,"Bestow {5}{W}{W} <i>(If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)</i><br/>Flying, first strike<br/>Enchanted creature gets +4/+4 and has flying and first strike.",4,4,,,,,,,,,,,,Celestial Archon,天界の執政官,"Bestow {5}{W}{W} <i>(If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)</i><br/>Flying, first strike<br/>Enchanted creature gets +4/+4 and has flying and first strike.",授与 {5}{W}{W} （このカードを授与コストで唱えた場合、これはエンチャント（クリーチャー）を持つオーラ呪文である。クリーチャーにつけられていない場合、これは再びクリーチャーになる。）<br/>飛行、先制攻撃<br/>エンチャントされているクリーチャーは、＋４/＋４の修整を受けるとともに飛行と先制攻撃を持つ。,,,Matt Stewart,3,,,,,,,,,,THS,レア,,
Centaur Battlemaster,1,{3}{G}{G},Centaur Battlemaster,,G,,クリーチャー,ケンタウルス 戦士,"Heroic ? Whenever you cast a spell that targets Centaur Battlemaster, put three +1/+1 counters on Centaur Battlemaster.",3,3,,,,,,,,,,,,Centaur Battlemaster,ケンタウルスの戦上手,"Heroic ? Whenever you cast a spell that targets Centaur Battlemaster, put three +1/+1 counters on Centaur Battlemaster.",英雄的 ― あなたがケンタウルスの戦上手を対象とする呪文を１つ唱えるたび、ケンタウルスの戦上手の上に＋１/＋１カウンターを３個置く。,"<i>""A herd is only as strong as its weakest. Our weakest just killed his third minotaur raider?today."" <br/></i><br/></i>?Braulios of Pheres Band</i>",<i>「集団の強さはその中の最弱者と同じだ。俺たちの中の最弱者は今さっき３匹目のミノタウルスの略奪者を倒したばかりだ――今日だけでな。」 <br/></i><br/></i>――フィーリーズ団のブラウリオス</i>,Kev Walker,154,,,,,,,,,,THS,アンコモン,,
Chained to the Rocks,1,{W},Chained to the Rocks,,W,,エンチャント,オーラ,"Enchant Mountain you control<br/>When Chained to the Rocks enters the battlefield, exile target creature an opponent controls until Chained to the Rocks leaves the battlefield. <i>(That creature returns under its owner's control.)</i>",,,,,,,,,,,,,,Chained to the Rocks,岩への繋ぎ止め,"Enchant Mountain you control<br/>When Chained to the Rocks enters the battlefield, exile target creature an opponent controls until Chained to the Rocks leaves the battlefield. <i>(That creature returns under its owner's control.)</i>",エンチャント（あなたがコントロールする山）<br/>岩への繋ぎ止めが戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とし、岩への繋ぎ止めが戦場を離れるまでそれを追放する。（そのクリーチャーはオーナーのコントロール下で戦場に戻る。）,,,Aaron Miller,4,,,,,,,,,,THS,レア,,
Champion of Stray Souls,1,{4}{B}{B},Champion of Stray Souls,,B,,クリーチャー,スケルトン 戦士,"{3}{B}{B}, {Tap}, Sacrifice X other creatures: Return X target creature cards from your graveyard to the battlefield.<br/>{5}{B}{B}: Put Champion of Stray Souls on top of your library from your graveyard.",4,4,,,,,,,,,,,,Champion of Stray Souls,彷徨える魂の勇者,"{3}{B}{B}, {Tap}, Sacrifice X other creatures: Return X target creature cards from your graveyard to the battlefield.<br/>{5}{B}{B}: Put Champion of Stray Souls on top of your library from your graveyard.","{3}{B}{B}, {Tap}, 他のクリーチャーをＸ体生け贄に捧げる：あなたの墓地にあるクリーチャー・カードＸ枚を対象とし、それらを戦場に戻す。<br/>{5}{B}{B}：あなたの墓地にある彷徨える魂の勇者をあなたのライブラリーの一番上に置く。",,,Aleksi Briclot,63,,,,,,,,,,BNG,神話レア,,
Charging Badger,1,{G},Charging Badger,,G,,クリーチャー,アナグマ,Trample,1,1,,,,,,,,,,,,Charging Badger,突進するアナグマ,Trample,トランプル,"<i>""If the hierarchies of nature were determined by ferocity alone, the badger would be lord of the beasts."" <br/></i><br/></i>?Anthousa of Setessa</i>",<i>「自然界での格付けが獰猛さだけで決まるのなら、アナグマは獣の王でしょうね。」 <br/></i><br/></i>――セテッサのアンソーザ</i>,Raoul Vitale,118,,,,,,,,,,BNG,コモン,,
Chariot of Victory,1,{3},Chariot of Victory,,Colorless,,アーティファクト,装備品,"Equipped creature has first strike, trample, and haste.<br/>Equip {1}",,,,,,,,,,,,,,Chariot of Victory,勝利の戦車,"Equipped creature has first strike, trample, and haste.<br/>Equip {1}",装備しているクリーチャーは、先制攻撃とトランプルと速攻を持つ。<br/>装備{1},"<i>The greatest heroes are the first to stand, the first to take up arms, and the first to meet the enemy.</i>",<i>最も偉大な英雄とは最初に立ち上がり、最初に武器を取り、最初に敵と相対する者である。</i>,John Stanko,159,,,,,,,,,,JOU,アンコモン,,
Chorus of the Tides,1,{3}{U},Chorus of the Tides,,U,,クリーチャー,セイレーン,"Flying<br/>Heroic ? Whenever you cast a spell that targets Chorus of the Tides, scry 1. <i>(To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)</i>",3,2,,,,,,,,,,,,Chorus of the Tides,潮流の合唱者,"Flying<br/>Heroic ? Whenever you cast a spell that targets Chorus of the Tides, scry 1. <i>(To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)</i>",飛行<br/>英雄的 ― あなたが潮流の合唱者を対象とする呪文を１つ唱えるたび、占術１を行う。（占術１を行うには、あなたのライブラリーの一番上のカードを見る。その後そのカードをあなたのライブラリーの一番下に置いてもよい。）,,,Steve Prescott,33,,,,,,,,,,BNG,コモン,,
Chosen by Heliod,1,{1}{W},Chosen by Heliod,,W,,エンチャント,オーラ,"Enchant creature<br/>When Chosen by Heliod enters the battlefield, draw a card.<br/>Enchanted creature gets +0/+2.",,,,,,,,,,,,,,Chosen by Heliod,ヘリオッドの選抜,"Enchant creature<br/>When Chosen by Heliod enters the battlefield, draw a card.<br/>Enchanted creature gets +0/+2.",エンチャント（クリーチャー）<br/>ヘリオッドの選抜が戦場に出たとき、カードを１枚引く。<br/>エンチャントされているクリーチャーは＋０/＋２の修整を受ける。,"<i>""Training and studies aid a soldier in meager amounts. The gods do the rest."" <br/></i><br/></i>?Brigone, soldier of Meletis</i>",<i>「訓練と勉学は兵士にとって気休め程度には役に立つかもね。あとは神々の思し召し次第よ。」 <br/></i><br/></i>――メレティスの兵士、ブリゴニー</i>,Zack Stella,5,,,,,,,,,,THS,コモン,,
