カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Karametra's Acolyte,1,{3}{G},Karametra's Acolyte,,G,,クリーチャー,人間 ドルイド,{Tap}: Add an amount of {G} to your mana pool equal to your devotion to green. <i>(Each {G} in the mana costs of permanents you control counts toward your devotion to green.)</i>,1,4,,,,,,,,,,,,Karametra's Acolyte,ケイラメトラの侍祭,{Tap}: Add an amount of {G} to your mana pool equal to your devotion to green. <i>(Each {G} in the mana costs of permanents you control counts toward your devotion to green.)</i>,{Tap}：あなたのマナ・プールに、あなたの緑への信心に等しい点数の{G}を加える。（あなたの緑への信心は、あなたがコントロールするパーマネントのマナ・コストに含まれる{G}の総数に等しい。）,"<i>""The wilds are a garden tended by divine hands.""</i>",<i>「荒野とは、神の手によって手入れされた庭である。」</i>,Chase Stone,160,,,,,,,,,,THS,アンコモン,,
Karametra's Favor,1,{1}{G},Karametra's Favor,,G,,エンチャント,オーラ,"Enchant creature<br/>When Karametra's Favor enters the battlefield, draw a card.<br/>Enchanted creature has ""{Tap}: Add one mana of any color to your mana pool.""",,,,,,,,,,,,,,Karametra's Favor,ケイラメトラの好意,"Enchant creature<br/>When Karametra's Favor enters the battlefield, draw a card.<br/>Enchanted creature has ""{Tap}: Add one mana of any color to your mana pool.""",エンチャント（クリーチャー）<br/>ケイラメトラの好意が戦場に出たとき、カードを１枚引く。<br/>エンチャントされているクリーチャーは「{Tap}：あなたのマナ・プールに、好きな色１色のマナ１点を加える。」を持つ。,"<i>The harvest god's cornucopia contains the fruits of the fields, the forest, and beyond.</i>",<i>収穫の神のヤギ角のなかには耕作地や森、そしてそれ以遠の地からの収穫物が入っている。</i>,Chase Stone,125,,,,,,,,,,BNG,コモン,,
Keepsake Gorgon,1,{3}{B}{B},Keepsake Gorgon,,B,,クリーチャー,ゴルゴン,"Deathtouch<br/>{5}{B}{B}: Monstrosity 1. <i>(If this creature isn't monstrous, put a +1/+1 counter on it and it becomes monstrous.)</i><br/>When Keepsake Gorgon becomes monstrous, destroy target non-Gorgon creature an opponent controls.",2,5,,,,,,,,,,,,Keepsake Gorgon,形見持ちのゴルゴン,"Deathtouch<br/>{5}{B}{B}: Monstrosity 1. <i>(If this creature isn't monstrous, put a +1/+1 counter on it and it becomes monstrous.)</i><br/>When Keepsake Gorgon becomes monstrous, destroy target non-Gorgon creature an opponent controls.",接死<br/>{5}{B}{B}：怪物化１を行う。（このクリーチャーが怪物的でない場合、これの上に＋１/＋１カウンターを１個置く。これは怪物的になる。）<br/>形見持ちのゴルゴンが怪物的になったとき、対戦相手がコントロールするゴルゴンでないクリーチャー１体を対象とし、それを破壊する。,,,Aaron Miller,93,,,,,,,,,,THS,アンコモン,,
"Keranos, God of Storms",1,{3}{U}{R},"Keranos, God of Storms",,UR,伝説の,エンチャント クリーチャー,God,"Indestructible<br/>As long as your devotion to blue and red is less than seven, Keranos isn't a creature.<br/>Reveal the first card you draw on each of your turns. Whenever you reveal a land card this way, draw a card. Whenever you reveal a nonland card this way, Keranos deals 3 damage to target creature or player.",6,5,,,,,,,,,,,,"Keranos, God of Storms",嵐の神、ケラノス,"Indestructible<br/>As long as your devotion to blue and red is less than seven, Keranos isn't a creature.<br/>Reveal the first card you draw on each of your turns. Whenever you reveal a land card this way, draw a card. Whenever you reveal a nonland card this way, Keranos deals 3 damage to target creature or player.",破壊不能<br/>あなたの青と赤への信心が７未満であるかぎり、嵐の神、ケラノスはクリーチャーではない。<br/>あなたの毎ターン、あなたが最初に引くカードを公開する。これによりあなたが土地カードを公開するたび、カードを１枚引く。これによりあなたが土地でないカードを公開するたび、クリーチャー１体かプレイヤー１人を対象とする。嵐の神、ケラノスはそれに３点のダメージを与える。,,,Daarken,151,,,,,,,,,,JOU,神話レア,,
"King Macar, the Gold-Cursed",1,{2}{B}{B},"King Macar, the Gold-Cursed",,B,伝説の,クリーチャー,人間,"Inspired — Whenever King Macar, the Gold-Cursed becomes untapped, you may exile target creature. If you do, put a colorless artifact token named Gold onto the battlefield. It has ""Sacrifice this artifact: Add one mana of any color to your mana pool.""",2,3,,,,,,,,,,,,"King Macar, the Gold-Cursed",黄金の呪いのマカール王,"Inspired — Whenever King Macar, the Gold-Cursed becomes untapped, you may exile target creature. If you do, put a colorless artifact token named Gold onto the battlefield. It has ""Sacrifice this artifact: Add one mana of any color to your mana pool.""",神啓 ― 黄金の呪いのマカール王がアンタップ状態になるたび、クリーチャー１体を対象とする。あなたはそれを追放してもよい。そうしたなら、「金」と言う名前の無色のアーティファクト・トークンを１つ戦場に出す。それは「このアーティファクトを生け贄に捧げる：あなたのマナ・プールに好きな色１色のマナ１点を加える。」を持つ。,,,Greg Staples,74,,,,,,,,,,JOU,レア,,
"Kiora, the Crashing Wave",1,{2}{G}{U},"Kiora, the Crashing Wave",,UG,,プレインズウォーカー,キオーラ,"+1: Until your next turn, prevent all damage that would be dealt to and dealt by target permanent an opponent controls.<br/>-1: Draw a card. You may play an additional land this turn.<br/>-5: You get an emblem with ""At the beginning of your end step, put a 9/9 blue Kraken creature token onto the battlefield.""",,,2,,,,,,,,,,,"Kiora, the Crashing Wave",荒ぶる波濤、キオーラ,"+1: Until your next turn, prevent all damage that would be dealt to and dealt by target permanent an opponent controls.<br/>-1: Draw a card. You may play an additional land this turn.<br/>-5: You get an emblem with ""At the beginning of your end step, put a 9/9 blue Kraken creature token onto the battlefield.""",＋１：対戦相手がコントロールするパーマネント１つを対象とする。あなたの次のターンまでそれに与えられるすべてのダメージとそれが与えるすべてのダメージを軽減する。<br/>－１：カードを１枚引く。このターン、あなたは追加で土地を１つプレイしてもよい。<br/>－５：あなたは「あなたの終了ステップの開始時に、青の９/９のクラーケン・クリーチャー・トークンを１体戦場に出す。」を持つ紋章を得る。,,,Scott M. Fischer,149,,,,,,,,,,BNG,神話レア,,
Kiora's Dismissal,1,{U},Kiora's Dismissal,,U,,インスタント,,Strive — Kiora's Dismissal costs {U} more to cast for each target beyond the first.<br/>Return any number of target enchantments to their owners' hands.,,,,,,,,,,,,,,Kiora's Dismissal,キオーラの放逐,Strive — Kiora's Dismissal costs {U} more to cast for each target beyond the first.<br/>Return any number of target enchantments to their owners' hands.,奮励 ― キオーラの放逐を唱えるためのコストは、２つ目以降の対象１つにつき{U}多くなる。<br/>望む数のエンチャントを対象とし、それらをオーナーの手札に戻す。,,,Mathias Kollros,44,,,,,,,,,,JOU,アンコモン,,
Kiora's Follower,1,{G}{U},Kiora's Follower,,UG,,クリーチャー,マーフォーク,{Tap}: Untap another target permanent.,2,2,,,,,,,,,,,,Kiora's Follower,キオーラの追随者,{Tap}: Untap another target permanent.,{Tap}：他のパーマネント１つを対象とし、それをアンタップする。,"<i>""She may call herself Kiora but I believe she is Thassa, the embodiment of the sea and empress of the depths.""</i>",<i>「彼女は自らをキオーラと名乗っているかもしれない。しかし、私は彼女こそが海の化身にして深海の女皇であるタッサ様であると信じている。」</i>,Eric Deschamps,150,,,,,,,,,,BNG,アンコモン,,
Knowledge and Power,1,{4}{R},Knowledge and Power,,R,,エンチャント,,"Whenever you scry, you may pay {2}. If you do, Knowledge and Power deals 2 damage to target creature or player.",,,,,,,,,,,,,,Knowledge and Power,知識と力,"Whenever you scry, you may pay {2}. If you do, Knowledge and Power deals 2 damage to target creature or player.",あなたが占術を行うたび、あなたは{2}を支払ってもよい。そうしたなら、クリーチャー１体かプレイヤー１人を対象とする。知識と力はそれに２点のダメージを与える。,"<i>""Information is a powerful weapon.""</i><br/></i>—Cymede, queen of Akros</i>","<i>「情報は、強力な武器です。」 <br/></i><br/></i>――アクロスの女王、サイミーディ</i>",Jung Park,101,,,,,,,,,,JOU,アンコモン,,
Kragma Butcher,1,{2}{R},Kragma Butcher,,R,,クリーチャー,ミノタウルス 戦士,"Inspired — Whenever Kragma Butcher becomes untapped, it gets +2/+0 until end of turn.",2,3,,,,,,,,,,,,Kragma Butcher,クラグマの解体者,"Inspired — Whenever Kragma Butcher becomes untapped, it gets +2/+0 until end of turn.",神啓 ― クラグマの解体者がアンタップ状態になるたび、これはターン終了時まで＋２/＋０の修整を受ける。,<i>Minotaurs go into battle hungry. The first sight of their enemies' blood sends them into a flesh-eating rage.</i>,<i>ミノタウルスは、空腹の状態で戦闘に入る。敵の血を見た瞬間、それは彼らを血肉を貪る憤怒へと駆り立てる。</i>,Daarken,100,,,,,,,,,,BNG,コモン,,
Kragma Warcaller,1,{3}{B}{R},Kragma Warcaller,,BR,,クリーチャー,ミノタウルス 戦士,"Minotaur creatures you control have haste.<br/>Whenever a Minotaur you control attacks, it gets +2/+0 until end of turn.",2,3,,,,,,,,,,,,Kragma Warcaller,クラグマの戦呼び,"Minotaur creatures you control have haste.<br/>Whenever a Minotaur you control attacks, it gets +2/+0 until end of turn.",あなたがコントロールするミノタウルス・クリーチャーは速攻を持つ。<br/>あなたがコントロールするミノタウルスが１体攻撃するたび、それはターン終了時まで＋２/＋０の修整を受ける。,"<i>A warcaller merely brings the herd together. After that, the meat-hunger is all the encouragement they need.</i>",<i>戦呼びの役目は群れを集めるだけだ。後は肉への渇望が必要な激励の役目を果たす。</i>,Gabor Szikszai,195,,,,,,,,,,THS,アンコモン,,
Kraken of the Straits,1,{5}{U}{U},Kraken of the Straits,,U,,クリーチャー,クラーケン,Creatures with power less than the number of Islands you control can't block Kraken of the Straits.,6,6,,,,,,,,,,,,Kraken of the Straits,海峡のクラーケン,Creatures with power less than the number of Islands you control can't block Kraken of the Straits.,あなたがコントロールする島の総数よりも小さいパワーを持つクリーチャーでは、海峡のクラーケンをブロックできない。,<i>Thassa felt no need to punish the sailors for their folly in crossing the straits. The kraken would do it for her.</i>,<i>海峡を渡る愚を犯した船員たちに、タッサは自ら罰を与える必要はないと判断した。なぜなら、クラーケンがそれを代行してくれるからである。</i>,Richard Wright,42,,,,,,,,,,BNG,アンコモン,,
"Kruphix, God of Horizons",1,{3}{G}{U},"Kruphix, God of Horizons",,UG,伝説の,エンチャント クリーチャー,God,"Indestructible<br/>As long as your devotion to green and blue is less than seven, Kruphix isn't a creature.<br/>You have no maximum hand size.<br/>If unused mana would empty from your mana pool, that mana becomes colorless instead.",4,7,,,,,,,,,,,,"Kruphix, God of Horizons",彼方、クルフィックス,"Indestructible<br/>As long as your devotion to green and blue is less than seven, Kruphix isn't a creature.<br/>You have no maximum hand size.<br/>If unused mana would empty from your mana pool, that mana becomes colorless instead.",破壊不能<br/>あなたの緑と青への信心が７未満であるかぎり、彼方の神、クルフィックスはクリーチャーではない。<br/>あなたの手札の上限はなくなる。<br/>使われなかったマナがあなたのマナ・プールから無くなるなら、その代わりにそのマナは無色となる。,,,Daarken,152,,,,,,,,,,JOU,神話レア,,
Kruphix's Insight,1,{2}{G},Kruphix's Insight,,G,,ソーサリー,,Reveal the top six cards of your library. Put up to three enchantment cards from among them into your hand and the rest of the revealed cards into your graveyard.,,,,,,,,,,,,,,Kruphix's Insight,クルフィックスの洞察力,Reveal the top six cards of your library. Put up to three enchantment cards from among them into your hand and the rest of the revealed cards into your graveyard.,あなたのライブラリーの一番上から６枚のカードを公開する。それらの中からエンチャント・カードを最大３枚まであなたの手札に加え、残りの公開されたカードをあなたの墓地に置く。,<i>The horizon is tantalizing in both its uncertainty and its potential.</i>,<i>地平の彼方は、その不確実性と可能性の両方において、人の興味をかき立てる。</i>,Igor Kieryluk,129,,,,,,,,,,JOU,コモン,,
Labyrinth Champion,1,{3}{R},Labyrinth Champion,,R,,クリーチャー,人間 戦士,"Heroic — Whenever you cast a spell that targets Labyrinth Champion, Labyrinth Champion deals 2 damage to target creature or player.",2,2,,,,,,,,,,,,Labyrinth Champion,迷宮の勇者,"Heroic — Whenever you cast a spell that targets Labyrinth Champion, Labyrinth Champion deals 2 damage to target creature or player.",英雄的 ― あなたが迷宮の勇者を対象とする呪文を１つ唱えるたび、クリーチャー１体かプレイヤー１人を対象とする。迷宮の勇者はそれに２点のダメージを与える。,"<i>""It used to be a lair. Now it's just a tunnel.""</i>",<i>「ここはかつて巣穴だった。今はただのトンネルになったが。」</i>,Chase Stone,126,,,,,,,,,,THS,レア,,
Lagonna-Band Elder,1,{2}{W},Lagonna-Band Elder,,W,,クリーチャー,ケンタウルス アドバイザー,"When Lagonna-Band Elder enters the battlefield, if you control an enchantment, you gain 3 life.",3,2,,,,,,,,,,,,Lagonna-Band Elder,ラゴンナ団の長老,"When Lagonna-Band Elder enters the battlefield, if you control an enchantment, you gain 3 life.",ラゴンナ団の長老が戦場に出たとき、あなたがエンチャントをコントロールしている場合、あなたは３点のライフを得る。,"<i>""The best lessons are not the ones I teach. They are the ones the pupils realize for themselves.""</i>",<i>「最高の教えとは、私が授けたものに非ず。それは生徒が自ら気づいたものである。」</i>,Min Yum,21,,,,,,,,,,THS,コモン,,
Lagonna-Band Trailblazer,1,{W},Lagonna-Band Trailblazer,,W,,クリーチャー,ケンタウルス スカウト,"Heroic — Whenever you cast a spell that targets Lagonna-Band Trailblazer, put a +1/+1 counter on Lagonna-Band Trailblazer.",0,4,,,,,,,,,,,,Lagonna-Band Trailblazer,ラゴンナ団の先駆者,"Heroic — Whenever you cast a spell that targets Lagonna-Band Trailblazer, put a +1/+1 counter on Lagonna-Band Trailblazer.",英雄的 ― あなたがラゴンナ団の先駆者を対象とする呪文を１つ唱えるたび、ラゴンナ団の先駆者の上に＋１/＋１カウンターを１個置く。,"<i>Go forth with honor, return with glory.</i>",<i>名誉とともに出撃し、栄光とともに凱旋せよ。</i>,James Zapata,14,,,,,,,,,,JOU,コモン,,
Lash of the Whip,1,{4}{B},Lash of the Whip,,B,,インスタント,,Target creature gets -4/-4 until end of turn.,,,,,,,,,,,,,,Lash of the Whip,鞭の一振り,Target creature gets -4/-4 until end of turn.,クリーチャー１体を対象とする。それはターン終了時まで－４/－４の修整を受ける。,"<i>""No matter who their fickle hearts worship, all mortals belong to one god in the end."" <br/></i><br/></i>—Iadorna, death priest of Erebos</i>","<i>「あのうつろいやすい心を持つ者共が誰を信仰しようとも、定命の者がいずれ辿りつく神は同じです。」 <br/></i><br/></i>――エレボスの死の神官、イアドルナ</i>",Dan Scott,94,,,,,,,,,,THS,コモン,,
Last Breath,1,{1}{W},Last Breath,,W,,インスタント,,Exile target creature with power 2 or less. Its controller gains 4 life.,,,,,,,,,,,,,,Last Breath,,Remove target creature with power 2 or less from the game. Its controller gains 4 life.,,"<i>""The River flows. My soul returns.""</i>",,DiTerlizzi,27,,,,,,,,,,MMQ,アンコモン,,
Last Breath,1,{1}{W},Last Breath,,W,,インスタント,,Exile target creature with power 2 or less. Its controller gains 4 life.,,,,,,,,,,,,,,Last Breath,今わの際,Remove target creature with power 2 or less from the game. Its controller gains 4 life.,パワーが２以下のクリーチャー１体を対象とし、それをゲームから取り除く。 そのコントローラーは４点のライフを得る。,"<i>""Tsk. You'd think those nasty merrows would know how to hold their breath.""</i><br/></i>—Olka, mistmeadow witch</i>",<i>「チッ。 あのいやらしいメロウどもなら息を止める方法を知ってると思ってたんだがね。」</i><br/></i>――ミストメドウの魔女、オルカ</i>,Thomas Denmark,11,,,,,,,,,,SHM,コモン,,
Last Breath,1,{1}{W},Last Breath,,W,,インスタント,,Exile target creature with power 2 or less. Its controller gains 4 life.,,,,,,,,,,,,,,Last Breath,今わの際,Exile target creature with power 2 or less. Its controller gains 4 life.,パワーが２以下のクリーチャー１体を対象とし、それを追放する。それのコントローラーは４点のライフを得る。,"<i>In time, all things turn to dust. Some things just take less time.</i>",<i>形あるものは、いずれ塵へと帰る。中にはそれに必要な時間が多少短いものもある。</i>,Nils Hamm,22,,,,,,,,,,THS,コモン,,
Launch the Fleet,1,{W},Launch the Fleet,,W,,ソーサリー,,"Strive — Launch the Fleet costs {1} more to cast for each target beyond the first.<br/>Until end of turn, any number of target creatures each gain ""Whenever this creature attacks, put a 1/1 white Soldier creature token onto the battlefield tapped and attacking.""",,,,,,,,,,,,,,Launch the Fleet,船団の出航,"Strive — Launch the Fleet costs {1} more to cast for each target beyond the first.<br/>Until end of turn, any number of target creatures each gain ""Whenever this creature attacks, put a 1/1 white Soldier creature token onto the battlefield tapped and attacking.""",奮励 ― 船団の出航を唱えるためのコストは、２つ目以降の対象１つにつき{1}多くなる。<br/>望む数のクリーチャーを対象とする。それらはそれぞれターン終了時まで「このクリーチャーが攻撃するたび、タップ状態で攻撃している白の１/１の兵士・クリーチャー・トークンを１体戦場に出す。」を得る。,,,Karl Kopinski,15,,,,,,,,,,JOU,レア,,
Leafcrown Dryad,1,{1}{G},Leafcrown Dryad,,G,,エンチャント クリーチャー,ニンフ ドライアド,"Bestow {3}{G} <i>(If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)</i><br/>Reach<br/>Enchanted creature gets +2/+2 and has reach.",2,2,,,,,,,,,,,,Leafcrown Dryad,葉冠のドライアド,"Bestow {3}{G} <i>(If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)</i><br/>Reach<br/>Enchanted creature gets +2/+2 and has reach.",授与 {3}{G} （このカードを授与コストで唱えた場合、これはエンチャント（クリーチャー）を持つオーラ呪文である。クリーチャーにつけられていない場合、これは再びクリーチャーになる。）<br/>到達<br/>エンチャントされているクリーチャーは、＋２/＋２の修整を受けるとともに到達を持つ。,,,Volkan Baga,161,,,,,,,,,,THS,コモン,,
Leonin Iconoclast,1,{3}{W},Leonin Iconoclast,,W,,クリーチャー,猫 モンク,"Heroic — Whenever you cast a spell that targets Leonin Iconoclast, destroy target enchantment creature an opponent controls.",3,2,,,,,,,,,,,,Leonin Iconoclast,レオニンの偶像破壊者,"Heroic — Whenever you cast a spell that targets Leonin Iconoclast, destroy target enchantment creature an opponent controls.",英雄的 ― あなたがレオニンの偶像破壊者を対象とする呪文を１つ唱えるたび、対戦相手がコントロールするクリーチャー・エンチャント１体を対象とし、それを破壊する。,"<i>""The stars belong in the night sky. This is our world, and we are our own masters.""</i>",<i>「星々は夜空にあるべきです。ここは我々の世界。そして我々の事は我々が決めます。」</i>,Steve Prescott,16,,,,,,,,,,JOU,アンコモン,,
Leonin Snarecaster,1,{1}{W},Leonin Snarecaster,,W,,クリーチャー,猫 兵士,"When Leonin Snarecaster enters the battlefield, you may tap target creature.",2,1,,,,,,,,,,,,Leonin Snarecaster,レオニンの投網使い,"When Leonin Snarecaster enters the battlefield, you may tap target creature.",レオニンの投網使いが戦場に出たとき、クリーチャー１体を対象とする。あなたはそれをタップしてもよい。,"<i>Formerly oppressed by the polis of Meletis, leonin occasionally ""mistake"" their old enemies for game.</i>",<i>かつて都市国家メレティスによって抑圧されてきたせいか、レオニンは時に旧敵を獲物と「勘違い」する時がある。</i>,Kev Walker,23,,,,,,,,,,THS,コモン,,
Lightning Diadem,1,{5}{R},Lightning Diadem,,R,,エンチャント,オーラ,"Enchant creature<br/>When Lightning Diadem enters the battlefield, it deals 2 damage to target creature or player.<br/>Enchanted creature gets +2/+2.",,,,,,,,,,,,,,Lightning Diadem,稲妻の髪飾り,"Enchant creature<br/>When Lightning Diadem enters the battlefield, it deals 2 damage to target creature or player.<br/>Enchanted creature gets +2/+2.",エンチャント（クリーチャー）<br/>稲妻の髪飾りが戦場に出たとき、クリーチャー１体かプレイヤー１人を対象とする。稲妻の髪飾りはそれに２点のダメージを与える。<br/>エンチャントされているクリーチャーは＋２/＋２の修整を受ける。,"<i>""I fight for Keranos and for mortals. I see no contradiction.""</i>",<i>「妾はケラノス様のために、そして定命の者たちのために戦っておる。矛盾などしておらぬわ。」</i>,Ryan Alexander Lee,102,,,,,,,,,,JOU,コモン,,
Lightning Strike,1,{1}{R},Lightning Strike,,R,,インスタント,,Lightning Strike deals 3 damage to target creature or player.,,,,,,,,,,,,,,Lightning Strike,稲妻の一撃,Lightning Strike deals 3 damage to target creature or player.,クリーチャー１体かプレイヤー１人を対象とする。稲妻の一撃はそれに３点のダメージを与える。,"<i>""The hand of Keranos can be seen in every rumbling storm cloud. Best not to stand where he points."" <br/></i><br/></i>—Rakleia of Shrine Peak</i>","<i>「すべての雷鳴轟く雷雲には、ケラノス様の手が見えるの。かの手の差し示す先には立たないほうが賢明ね。」 <br/></i><br/></i>――山頂の祭殿のラクレイア</i>",Adam Paquette,127,,,,,,,,,,THS,コモン,,
Lightning Volley,1,{3}{R},Lightning Volley,,R,,インスタント,,"Until end of turn, creatures you control gain ""{Tap}: This creature deals 1 damage to target creature or player.""",,,,,,,,,,,,,,Lightning Volley,稲妻の流弾,"Until end of turn, creatures you control gain ""{Tap}: This creature deals 1 damage to target creature or player.""",あなたがコントロールするクリーチャーはターン終了時まで「{Tap}：クリーチャー１体かプレイヤー１人を対象とする。このクリーチャーはそれに１点のダメージを与える。」を得る。,"<i>""We are the motes of rain that join to make the thundercloud. The power of the storm god surges through us!""</i>",<i>「我々は連なって雷雲を形成する雨粒の１つに過ぎぬ。嵐の神の力が我々の中に流れているのだ！」</i>,John Avon,101,,,,,,,,,,BNG,アンコモン,,
Loathsome Catoblepas,1,{5}{B},Loathsome Catoblepas,,B,,クリーチャー,ビースト,"{2}{G}: Loathsome Catoblepas must be blocked this turn if able.<br/>When Loathsome Catoblepas dies, target creature an opponent controls gets -3/-3 until end of turn.",3,3,,,,,,,,,,,,Loathsome Catoblepas,毒々しいカトブレパス,"{2}{G}: Loathsome Catoblepas must be blocked this turn if able.<br/>When Loathsome Catoblepas dies, target creature an opponent controls gets -3/-3 until end of turn.",{2}{G}：このターン、毒々しいカトブレパスは可能ならブロックされなければならない。<br/>毒々しいカトブレパスが死亡したとき、対戦相手がコントロールするクリーチャー１体を対象とする。それはターン終了時まで－３/－３の修整を受ける。,,,Christopher Burdett,95,,,,,,,,,,THS,コモン,,
Lost in a Labyrinth,1,{U},Lost in a Labyrinth,,U,,インスタント,,Target creature gets -3/-0 until end of turn. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,,,,,,,,,,,,,,Lost in a Labyrinth,迷宮での迷子,Target creature gets -3/-0 until end of turn. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,クリーチャー１体を対象とする。それはターン終了時まで－３/－０の修整を受ける。占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）,"<i>Even those who leave the labyrinth never escape it, forever dreaming of their time trapped within.</i>",<i>たとえ迷宮から逃れることができたとしても、完全に脱出することはできない。その後永遠に迷っていた時の夢を見るはめになるからだ。</i>,Winona Nelson,52,,,,,,,,,,THS,コモン,,
Loyal Pegasus,1,{W},Loyal Pegasus,,W,,クリーチャー,ペガサス,Flying<br/>Loyal Pegasus can't attack or block alone.,2,1,,,,,,,,,,,,Loyal Pegasus,忠実なペガサス,Flying<br/>Loyal Pegasus can't attack or block alone.,飛行<br/>忠実なペガサスは単独では攻撃したりブロックしたりできない。,"<i>""Even if I should die in the saddle, she will not let me fall to the ground."" <br/></i><br/></i>—Hypatia of the Winged Horse</i>","<i>「たとえ私が鞍上で死ぬことがあっても、彼女は私を地面に落下させることはないでしょう。」 <br/></i><br/></i>――天馬乗りのヒパティア</i>",John Severin Brassell,19,,,,,,,,,,BNG,コモン,,
Magma Jet,1,{1}{R},Magma Jet,,R,,インスタント,,"Magma Jet deals 2 damage to target creature or player. Scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",,,,,,,,,,,,,,Magma Jet,マグマの噴流,Magma Jet deals 2 damage to target creature or player.<br/>Scry 2 <i>(Look at the top two cards of your library. Put any number of them on the bottom of your library and the rest on top in any order.)</i>,クリーチャー１体かプレイヤー１人を対象とする。マグマの噴流はそれに２点のダメージを与える。<br/>占術 ２ （あなたのライブラリーの一番上から２枚のカードを見る。そのうち望む枚数をあなたのライブラリーの一番下に、残りを一番上に、望む順番で置く。）,,,Justin Sweet,73,,,,,,,,,,5DN,アンコモン,,
Magma Jet,1,{1}{R},Magma Jet,,R,,インスタント,,"Magma Jet deals 2 damage to target creature or player. Scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",,,,,,,,,,,,,,Magma Jet,,"Magma Jet deals 2 damage to target creature or player.<br/>Scry 2. <i>(To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",,,,Justin Sweet,52,,,,,,,,,,DD2,アンコモン,,
Magma Jet,1,{1}{R},Magma Jet,,R,,インスタント,,"Magma Jet deals 2 damage to target creature or player. Scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",,,,,,,,,,,,,,Magma Jet,マグマの噴流,"Magma Jet deals 2 damage to target creature or player. Scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",クリーチャー１体かプレイヤー１人を対象とする。マグマの噴流はそれに２点のダメージを与える。占術２を行う。（あなたのライブラリーの一番上から２枚のカードを見て、そのうちの望む枚数のカードをあなたのライブラリーの一番下に、残りを一番上に、それぞれ望む順番で置く。）,,,Justin Sweet,22,,,,,,,,,,DDL,アンコモン,,
Magma Jet,1,{1}{R},Magma Jet,,R,,インスタント,,"Magma Jet deals 2 damage to target creature or player. Scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",,,,,,,,,,,,,,Magma Jet,マグマの噴流,"Magma Jet deals 2 damage to target creature or player. Scry 2. <i>(Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",クリーチャー１体かプレイヤー１人を対象とする。マグマの噴流はそれに２点のダメージを与える。占術２を行う。（あなたのライブラリーの一番上から２枚のカードを見て、そのうちの望む枚数のカードを望む順番であなたのライブラリーの一番下に置き、残りを望む順番で一番上に置く。）,,,Maciej Kuciara,128,,,,,,,,,,THS,アンコモン,,
Magma Spray,1,{R},Magma Spray,,R,,インスタント,,"Magma Spray deals 2 damage to target creature. If that creature would die this turn, exile it instead.",,,,,,,,,,,,,,Magma Spray,マグマのしぶき,"Magma Spray deals 2 damage to target creature. If that creature would be put into a graveyard this turn, remove it from the game instead.",クリーチャー１体を対象とする。マグマのしぶきはそれに２点のダメージを与える。 そのクリーチャーがこのターンいずれかの墓地に置かれる場合、代わりにそれをゲームから取り除く。,"<i>""Jund is a wounded world. Beware its searing blood spilling out onto the surface.""</i><br/></i>—Rakka Mar</i>",<i>「ジャンドは傷を負った世界なの。 肌から噴き出す焼けた血に気をつけることね。」</i><br/></i>――ラッカ・マー</i>,Jarreau Wimberly,108,,,,,,,,,,ALA,コモン,,
